Track Name,Track ID,Duration (ms),Track Popularity,Track Number,URI,Album Name,Album ID,Artist Name,Track GQ,Artist ID,Artist Popularity,Followers,Genres,Artist GQ
Who,7tI8dRuH2Yc6RuoTjxo4dU,170887,94,6,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,MUSE,15XcLhiVMlSOipUddTNDnr,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Who,32lSgbCqRcIOyUSnfuUZEQ,170887,89,6,spotify:track:32lSgbCqRcIOyUSnfuUZEQ,MUSE (WANDER ver.),4wfwJUghbK2z2iaz65U7VS,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Who,5wPnPIZS8wr4lPNLz4qvHK,170887,89,6,spotify:track:5wPnPIZS8wr4lPNLz4qvHK,MUSE (WONDER ver.),5AQc0yFXRcdUdko4sZ1fW9,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Who,1yqdD2ScjkqvaNBUzPQ4vR,170887,89,1,spotify:track:1yqdD2ScjkqvaNBUzPQ4vR,Who (Remixes),7KIwUrSiA0gc9WlI7AYIfZ,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Be Mine,3LWVXp636uLT356Rj08Jaz,207347,82,5,spotify:track:3LWVXp636uLT356Rj08Jaz,MUSE,15XcLhiVMlSOipUddTNDnr,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Like Crazy,3Ua0m0YmEjrMi9XErKcNiR,212241,80,3,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,FACE,4xc3Lc9yASZgEJGH7acWMB,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Be Mine (English Version),4DairgmwgyfmFHm0e7kRPL,207723,80,1,spotify:track:4DairgmwgyfmFHm0e7kRPL,Be Mine (English Version),7EGoWlfxvnwpTamkoOhWcb,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Be Mine,59ldd5koyBqo1vFp6MusW1,207347,74,5,spotify:track:59ldd5koyBqo1vFp6MusW1,MUSE (WONDER ver.),5AQc0yFXRcdUdko4sZ1fW9,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Rebirth (Intro),7gMfVc4zfNIxuMyMGglOHa,144624,77,1,spotify:track:7gMfVc4zfNIxuMyMGglOHa,MUSE,15XcLhiVMlSOipUddTNDnr,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Interlude : Showtime,45zLrK0668WQ5JFMyiYmCS,78492,76,2,spotify:track:45zLrK0668WQ5JFMyiYmCS,MUSE,15XcLhiVMlSOipUddTNDnr,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Closer Than This,6qafqn8bBMy7t5c5WqpyRk,223301,77,7,spotify:track:6qafqn8bBMy7t5c5WqpyRk,MUSE,15XcLhiVMlSOipUddTNDnr,Jimin,k-pop,1oSPZhvZMIrWW5I41kPkkY,89,9259607,k-pop,k-pop
Chk Chk Boom,09keT5ocFhEd5W5HidiUNq,148051,86,2,spotify:track:09keT5ocFhEd5W5HidiUNq,ATE,3WdsoMKRqtw5Sgg67YrpnY,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
I Like It,04A4WyCRyHQ8Nb3u3IsfzH,148632,78,4,spotify:track:04A4WyCRyHQ8Nb3u3IsfzH,ATE,3WdsoMKRqtw5Sgg67YrpnY,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
JJAM,6ojfWEW5oBSyXQqO9G72iM,185527,77,3,spotify:track:6ojfWEW5oBSyXQqO9G72iM,ATE,3WdsoMKRqtw5Sgg67YrpnY,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
SLASH (From “Deadpool & Wolverine”),2MKGrYH1PyPAUKu2Sl8IaT,191626,76,1,spotify:track:2MKGrYH1PyPAUKu2Sl8IaT,SLASH (From “Deadpool & Wolverine”),7pu8cy2ZNnN2rlLlkXXwq9,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
LALALALA,1OG1NoKpZZLrMqMYCk9m84,182224,76,2,spotify:track:1OG1NoKpZZLrMqMYCk9m84,ROCK-STAR,0aJnGEZWIc1VCYlZOXv05a,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
MOUNTAINS,0MvgUGhKvrStBo2XsPuwt6,187545,76,1,spotify:track:0MvgUGhKvrStBo2XsPuwt6,ATE,3WdsoMKRqtw5Sgg67YrpnY,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
Runners,4tIAHpF340zdoCCIBFcyit,196684,73,5,spotify:track:4tIAHpF340zdoCCIBFcyit,ATE,3WdsoMKRqtw5Sgg67YrpnY,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
Stray Kids,08H8CT32rALUZvL8TE4ruD,189050,74,7,spotify:track:08H8CT32rALUZvL8TE4ruD,ATE,3WdsoMKRqtw5Sgg67YrpnY,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
God’s Menu,4XPXrcpyNr30Km6aPiflJy,167922,73,2,spotify:track:4XPXrcpyNr30Km6aPiflJy,GO LIVE,6DWLIzvmiLPAuDWYZqrLQo,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
twilight,1T0hdoMSjzoKUPbKRmrDg3,192777,72,6,spotify:track:1T0hdoMSjzoKUPbKRmrDg3,ATE,3WdsoMKRqtw5Sgg67YrpnY,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
Chk Chk Boom (Festival Ver.),5yye6RvxPOo8YU0fYWQpNn,153347,73,8,spotify:track:5yye6RvxPOo8YU0fYWQpNn,ATE,3WdsoMKRqtw5Sgg67YrpnY,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
S-Class,3gTQwwDNJ42CCLo3Sf4JDd,195688,73,2,spotify:track:3gTQwwDNJ42CCLo3Sf4JDd,5-STAR,3Pel3gWsPxVpZVrciU0Fm6,Stray Kids,k-pop,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
MANIAC,63irPUP3xB74fHdw1Aw9zR,182757,72,2,spotify:track:63irPUP3xB74fHdw1Aw9zR,ODDINARY,0Gmf4pfe0POEQq2FgGAj2q,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
MEGAVERSE,5Q1tv4GTxP3IJeGMOKdrFO,185520,71,1,spotify:track:5Q1tv4GTxP3IJeGMOKdrFO,ROCK-STAR,0aJnGEZWIc1VCYlZOXv05a,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
CASE 143,3O8G8eVrhfXTGttyQ1xVuq,191964,69,1,spotify:track:3O8G8eVrhfXTGttyQ1xVuq,MAXIDENT,0T6hYH0UyDjNraWZk2mZWi,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
Thunderous,0nwTMzpatarzvLvtwwzdCt,183266,70,2,spotify:track:0nwTMzpatarzvLvtwwzdCt,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
"Red Lights (Bang Chan, Hyunjin)",0LatE4S9UtCDwIdGQsFFKL,189906,69,10,spotify:track:0LatE4S9UtCDwIdGQsFFKL,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
Back Door,0XuepwFJUcKN8T5zTqoP0F,189286,68,2,spotify:track:0XuepwFJUcKN8T5zTqoP0F,IN LIFE,0aERWcI2KYSCM4biUihB9X,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
Charmer,4QDpsNBlllaLGj8zbF2EE0,188573,66,3,spotify:track:4QDpsNBlllaLGj8zbF2EE0,ODDINARY,0Gmf4pfe0POEQq2FgGAj2q,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
Hall of Fame,5podb1asONjqwKk1iMVOeG,171026,66,1,spotify:track:5podb1asONjqwKk1iMVOeG,5-STAR,3Pel3gWsPxVpZVrciU0Fm6,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
Cover Me,5dUjBnP5zrWpWA5RGrr73g,191013,66,5,spotify:track:5dUjBnP5zrWpWA5RGrr73g,ROCK-STAR,0aJnGEZWIc1VCYlZOXv05a,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
"TASTE (Lee Know, Hyunjin, Felix)",05ib88vsMeLfwlAfrZyz99,216120,65,6,spotify:track:05ib88vsMeLfwlAfrZyz99,MAXIDENT,0T6hYH0UyDjNraWZk2mZWi,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
Super Bowl,3OhW68CiyfCoeGntozuUMl,183160,66,4,spotify:track:3OhW68CiyfCoeGntozuUMl,5-STAR,3Pel3gWsPxVpZVrciU0Fm6,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
DOMINO,6Ib6RkvLBMD85bov85apSL,198720,65,3,spotify:track:6Ib6RkvLBMD85bov85apSL,NOEASY,558tpdCejjVQNFAumRAeQj,Stray Kids,k-pop boy group,2dIgFjalVxs4ThymZ67YCE,85,16608856,k-pop,k-pop
Rockstar,6vvPecFTmWxDfEJ6cYT1wa,138213,91,1,spotify:track:6vvPecFTmWxDfEJ6cYT1wa,Rockstar,7wIIhHPyaxAHRvdNQQO2G9,LISA,k-pop,5L1lO4eRHmJ7a0Q6csE5cT,82,8770329,k-pop,k-pop
MONEY,7hU3IHwjX150XLoTVmjD0q,168227,74,2,spotify:track:7hU3IHwjX150XLoTVmjD0q,LALISA,66OYt73mqan1hWa78BhfPd,LISA,k-pop,5L1lO4eRHmJ7a0Q6csE5cT,82,8770329,k-pop,k-pop
Magnetic,1aKvZDoLGkNMxoRYgkckZG,160688,86,2,spotify:track:1aKvZDoLGkNMxoRYgkckZG,SUPER REAL ME,6irebIc6UO8fN0jl4UlzBS,ILLIT,k-pop,36cgvBn0aadzOijnjjwqMN,72,1377068,5th gen k-pop,k-pop
Lucky Girl Syndrome,2kIUILBPlz4exX9xIFS275,140021,75,4,spotify:track:2kIUILBPlz4exX9xIFS275,SUPER REAL ME,6irebIc6UO8fN0jl4UlzBS,ILLIT,k-pop,36cgvBn0aadzOijnjjwqMN,72,1377068,5th gen k-pop,k-pop
Midnight Fiction,6QqrxJe1iQxwLY6he6FLFo,168104,68,3,spotify:track:6QqrxJe1iQxwLY6he6FLFo,SUPER REAL ME,6irebIc6UO8fN0jl4UlzBS,ILLIT,5th gen k-pop,36cgvBn0aadzOijnjjwqMN,72,1377068,5th gen k-pop,k-pop
My World,2Xiaplc23BureS4EDeE8xa,107463,64,1,spotify:track:2Xiaplc23BureS4EDeE8xa,SUPER REAL ME,6irebIc6UO8fN0jl4UlzBS,ILLIT,5th gen k-pop,36cgvBn0aadzOijnjjwqMN,72,1377068,5th gen k-pop,k-pop
Magnetic (Sped Up),4AcAYJr7ma4bdcni86Kp7I,123824,58,2,spotify:track:4AcAYJr7ma4bdcni86Kp7I,SUPER REAL ME (Sped Up),11jrnA9QDULaGEJ5sPYEoe,ILLIT,5th gen k-pop,36cgvBn0aadzOijnjjwqMN,72,1377068,5th gen k-pop,k-pop
Standing Next to You,2KslE17cAJNHTsI2MI0jb2,206019,90,4,spotify:track:2KslE17cAJNHTsI2MI0jb2,GOLDEN,5pSk3c3wVwnb2arb6ohCPU,Jung Kook,k-pop,6HaGTQPmzraVmaVxvz6EUc,86,15814478,k-pop,k-pop
Never Let Go,2nRMW95dnOILirpjbksLTs,166812,84,1,spotify:track:2nRMW95dnOILirpjbksLTs,Never Let Go,6zXydimgenc15N3LWmf0cn,Jung Kook,k-pop,6HaGTQPmzraVmaVxvz6EUc,86,15814478,k-pop,k-pop
Standing Next to You,2VqMBiaxblhhBHyB9X4ESl,206019,84,1,spotify:track:2VqMBiaxblhhBHyB9X4ESl,Standing Next to You (The Remixes),18U7qF5UYXzGP5C11y9rmq,Jung Kook,k-pop,6HaGTQPmzraVmaVxvz6EUc,86,15814478,k-pop,k-pop
Still With You,0eFMbKCRw8KByXyWBw8WO7,239905,77,1,spotify:track:0eFMbKCRw8KByXyWBw8WO7,Still With You,0i3baFZqWSrjjgTWrhKunB,Jung Kook,k-pop,6HaGTQPmzraVmaVxvz6EUc,86,15814478,k-pop,k-pop
Yes or No,2gkVEnpahpE3bQuvGuCpAV,147557,77,5,spotify:track:2gkVEnpahpE3bQuvGuCpAV,GOLDEN,5pSk3c3wVwnb2arb6ohCPU,Jung Kook,k-pop,6HaGTQPmzraVmaVxvz6EUc,86,15814478,k-pop,k-pop
Touch,6aJn7Cst74cj4lNIiPRgav,129882,82,1,spotify:track:6aJn7Cst74cj4lNIiPRgav,Touch,1hjqg3TuQ2YqooaPhxHwdv,KATSEYE,k-pop,3c0gDdb9lhnHGFtP4prQpn,69,242208,5th gen k-pop,k-pop
Debut,58AZXyKRlsMBMcrRjpJpVG,123281,72,1,spotify:track:58AZXyKRlsMBMcrRjpJpVG,Debut,7mGArRHjAYY0o8UYOAfRHf,KATSEYE,k-pop,3c0gDdb9lhnHGFtP4prQpn,69,242208,5th gen k-pop,k-pop
My Way,3zUxQpCyUrfEjz6Y07yg4b,154987,67,3,spotify:track:3zUxQpCyUrfEjz6Y07yg4b,SIS (Soft Is Strong),48t47MKCsynkPx3rRg7EWr,KATSEYE,5th gen k-pop,3c0gDdb9lhnHGFtP4prQpn,69,242208,5th gen k-pop,k-pop
Tonight I Might,2Ih0CPdyK7SwbTUUkpun16,156233,63,5,spotify:track:2Ih0CPdyK7SwbTUUkpun16,SIS (Soft Is Strong),48t47MKCsynkPx3rRg7EWr,KATSEYE,5th gen k-pop,3c0gDdb9lhnHGFtP4prQpn,69,242208,5th gen k-pop,k-pop
I'm Pretty,5Kx8X5HLUm14hBwEFP6i6Y,142656,61,4,spotify:track:5Kx8X5HLUm14hBwEFP6i6Y,SIS (Soft Is Strong),48t47MKCsynkPx3rRg7EWr,KATSEYE,5th gen k-pop,3c0gDdb9lhnHGFtP4prQpn,69,242208,5th gen k-pop,k-pop
Touch,3NyZXtW72Gb42RaqLt7fh9,129882,61,2,spotify:track:3NyZXtW72Gb42RaqLt7fh9,SIS (Soft Is Strong),48t47MKCsynkPx3rRg7EWr,KATSEYE,5th gen k-pop,3c0gDdb9lhnHGFtP4prQpn,69,242208,5th gen k-pop,k-pop
Debut,1pxKqkKtHS9d1iDa74To03,123281,60,1,spotify:track:1pxKqkKtHS9d1iDa74To03,SIS (Soft Is Strong),48t47MKCsynkPx3rRg7EWr,KATSEYE,5th gen k-pop,3c0gDdb9lhnHGFtP4prQpn,69,242208,5th gen k-pop,k-pop
Touch,1DexsORdmqTmYJjR3UlMTZ,129882,58,1,spotify:track:1DexsORdmqTmYJjR3UlMTZ,Touch,0KgJMUv1hS8FG5YcZV5NC6,KATSEYE,5th gen k-pop,3c0gDdb9lhnHGFtP4prQpn,69,242208,5th gen k-pop,k-pop
How Sweet,38tXZcL1gZRfbqfOG0VMTH,219026,82,1,spotify:track:38tXZcL1gZRfbqfOG0VMTH,How Sweet,0EhZEM4RRz0yioTgucDhJq,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Supernatural,5ocSQW5sIUIOFojwXEz9Ki,191000,82,1,spotify:track:5ocSQW5sIUIOFojwXEz9Ki,Supernatural,1FVw30SoC91lq1UZ6N9rwN,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Super Shy,5sdQOyqq2IDhvmx2lHOpwd,154666,81,2,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,NewJeans 'Super Shy',5V729UqvhwNOcMejx0m55I,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
New Jeans,6rdkCkjk6D12xRpdMXy0I2,108986,77,1,spotify:track:6rdkCkjk6D12xRpdMXy0I2,NewJeans 'Super Shy',5V729UqvhwNOcMejx0m55I,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
OMG,65FftemJ1DbbZ45DUfHJXE,212253,79,1,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans 'OMG',45ozep8uHHnj5CCittuyXj,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
ETA,56v8WEnGzLByGsDAXDiv4d,151373,77,3,spotify:track:56v8WEnGzLByGsDAXDiv4d,NewJeans 2nd EP 'Get Up',4N1fROq2oeyLGAlQ1C1j18,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Ditto,3r8RuvgbX9s7ammBn07D3W,185506,78,1,spotify:track:3r8RuvgbX9s7ammBn07D3W,Ditto,7bnqo1fdJU9nSfXQd3bSMe,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Bubble Gum,19D8LNpWwIPpi6hs9BG7dq,200266,77,2,spotify:track:19D8LNpWwIPpi6hs9BG7dq,How Sweet,0EhZEM4RRz0yioTgucDhJq,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Hype Boy,0a4MMyCrzT0En247IhqZbD,179026,78,2,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans 1st EP 'New Jeans',1HMLpmZAnNyl9pxvOnTovV,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Right Now,58Q3FZFs1YXPpliWQB5kXB,160413,75,2,spotify:track:58Q3FZFs1YXPpliWQB5kXB,Supernatural,1FVw30SoC91lq1UZ6N9rwN,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Attention,2pIUpMhHL6L9Z5lnKxJJr9,180066,76,1,spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,NewJeans 1st EP 'New Jeans',1HMLpmZAnNyl9pxvOnTovV,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Cool With You,02wk5BttM0QL38ERjLPQJB,147880,74,4,spotify:track:02wk5BttM0QL38ERjLPQJB,NewJeans 2nd EP 'Get Up',4N1fROq2oeyLGAlQ1C1j18,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Hurt,5expoVGQPvXuwBBFuNGqBd,177946,73,4,spotify:track:5expoVGQPvXuwBBFuNGqBd,NewJeans 1st EP 'New Jeans',1HMLpmZAnNyl9pxvOnTovV,NewJeans,k-pop,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Cookie,2DwUdMJ5uxv20EhAildreg,235562,72,3,spotify:track:2DwUdMJ5uxv20EhAildreg,NewJeans 1st EP 'New Jeans',1HMLpmZAnNyl9pxvOnTovV,NewJeans,k-pop girl group,6HvZYsbFfjnjFrWF950C9d,82,8864731,k-pop,k-pop
Armageddon,6i8MbzVn4nzyjUcSoVcz7B,196466,78,2,spotify:track:6i8MbzVn4nzyjUcSoVcz7B,Armageddon - The 1st Album,058hCti9Bupb5CJc6bd3VB,aespa,k-pop,6YVMFz59CuY7ngCxTxjpxE,80,6236282,k-pop girl group,k-pop
Drama,5XWlyfo0kZ8LF7VSyfS4Ew,214973,81,1,spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew,Drama - The 4th Mini Album,5NMtxQJy4wq3mpo3ERVnLs,aespa,k-pop,6YVMFz59CuY7ngCxTxjpxE,80,6236282,k-pop girl group,k-pop
Supernova,4sgMbwl9lXGyHcHmtFYGMm,178880,75,1,spotify:track:4sgMbwl9lXGyHcHmtFYGMm,Armageddon - The 1st Album,058hCti9Bupb5CJc6bd3VB,aespa,k-pop,6YVMFz59CuY7ngCxTxjpxE,80,6236282,k-pop girl group,k-pop
Supernova,351KkakA2YtGEXqSEIIasy,178880,72,1,spotify:track:351KkakA2YtGEXqSEIIasy,Supernova,0tlwyPgqwZrymr04EfFyry,aespa,k-pop,6YVMFz59CuY7ngCxTxjpxE,80,6236282,k-pop girl group,k-pop
Savage,3dbLT62Cvs46Ju7a8gpr36,238143,72,2,spotify:track:3dbLT62Cvs46Ju7a8gpr36,Savage - The 1st Mini Album,3vyyDkvYWC36DwgZCYd3Wu,aespa,k-pop girl group,6YVMFz59CuY7ngCxTxjpxE,80,6236282,k-pop girl group,k-pop
Hold On Tight,1o844wI52S3TjXGBwvGcc7,149718,70,1,spotify:track:1o844wI52S3TjXGBwvGcc7,Hold On Tight,4bWGRs1SqNwFXaRDXRAANN,aespa,k-pop girl group,6YVMFz59CuY7ngCxTxjpxE,80,6236282,k-pop girl group,k-pop
Lucid Dream,285Bh5EkbxGGE76ge8JDbH,210560,66,6,spotify:track:285Bh5EkbxGGE76ge8JDbH,Savage - The 1st Mini Album,3vyyDkvYWC36DwgZCYd3Wu,aespa,k-pop girl group,6YVMFz59CuY7ngCxTxjpxE,80,6236282,k-pop girl group,k-pop
Next Level,2zrhoHlFKxFTRF5aMyxMoQ,221573,71,1,spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,Next Level,2CzbrboOLzeRoaaH1N5K0N,aespa,k-pop girl group,6YVMFz59CuY7ngCxTxjpxE,80,6236282,k-pop girl group,k-pop
Spicy,3gtlthEgyulDfT8dWdKsnv,197040,70,2,spotify:track:3gtlthEgyulDfT8dWdKsnv,iScreaM Vol.26 : Spicy Remix,55N0UTP5992idhnEYOKYd9,aespa,k-pop girl group,6YVMFz59CuY7ngCxTxjpxE,80,6236282,k-pop girl group,k-pop
Sticky,4e1aewX6ATPcdfQIqr7gqO,157120,82,1,spotify:track:4e1aewX6ATPcdfQIqr7gqO,Sticky,3p68B7ZhETVmNbOov8JcF5,KISS OF LIFE,k-pop,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
Midas Touch,0vaxYDAuAO1nPolC6bQp7V,162880,77,1,spotify:track:0vaxYDAuAO1nPolC6bQp7V,Midas Touch,1HfTA0xDoZ0mswFO3GB3ef,KISS OF LIFE,k-pop,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
Sugarcoat (NATTY Solo),0NoeYUnwpb9R26mpylHcR9,179866,71,3,spotify:track:0NoeYUnwpb9R26mpylHcR9,KISS OF LIFE,5k34rAvlw3WV7Kh6dAZnxG,KISS OF LIFE,k-pop,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
Nobody Knows,70efTlnBNM8BvfhfPiqOBN,195960,70,2,spotify:track:70efTlnBNM8BvfhfPiqOBN,Born to be XX,6yDtQxvq1XRC7Y5qtS03Xx,KISS OF LIFE,k-pop girl group,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
Te Quiero,5yilfTuo2JyDZUoBPQ4Vjs,189866,68,2,spotify:track:5yilfTuo2JyDZUoBPQ4Vjs,Sticky,3p68B7ZhETVmNbOov8JcF5,KISS OF LIFE,k-pop girl group,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
Shhh,76qqDJijAjFph7sjUxNVG8,182240,68,1,spotify:track:76qqDJijAjFph7sjUxNVG8,KISS OF LIFE,5k34rAvlw3WV7Kh6dAZnxG,KISS OF LIFE,k-pop girl group,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
Nothing,3ym9bzwGG4uxVaJ0pLoQbM,211506,64,2,spotify:track:3ym9bzwGG4uxVaJ0pLoQbM,Midas Touch,1HfTA0xDoZ0mswFO3GB3ef,KISS OF LIFE,5th gen k-pop,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
Bad News,7AGq5qaaF9awHDaKuCvVjj,160386,65,1,spotify:track:7AGq5qaaF9awHDaKuCvVjj,Born to be XX,6yDtQxvq1XRC7Y5qtS03Xx,KISS OF LIFE,5th gen k-pop,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
Bye My Neverland,7n6L2QVQ0eDqXUVRZ8qpY8,203040,58,2,spotify:track:7n6L2QVQ0eDqXUVRZ8qpY8,KISS OF LIFE,5k34rAvlw3WV7Kh6dAZnxG,KISS OF LIFE,5th gen k-pop,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
TTG,3qqwxYn7GZhwRa93L388oA,209866,54,4,spotify:track:3qqwxYn7GZhwRa93L388oA,Born to be XX,6yDtQxvq1XRC7Y5qtS03Xx,KISS OF LIFE,5th gen k-pop,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
Countdown (BELLE Solo),3pJbio7BQLvqNne62Xe73I,171013,55,4,spotify:track:3pJbio7BQLvqNne62Xe73I,KISS OF LIFE,5k34rAvlw3WV7Kh6dAZnxG,KISS OF LIFE,5th gen k-pop,4TEK9tIkcoxib4GxT3O4ky,73,1222035,5th gen k-pop,k-pop
Perfect Night,74X2u8JMVooG2QbjRxXwR8,159080,81,1,spotify:track:74X2u8JMVooG2QbjRxXwR8,Perfect Night,6Msc3BwzKZ5f5FXmKuUSu6,LE SSERAFIM,k-pop,4SpbR6yFEvexJuaBpgAU5p,79,5639615,k-pop girl group,k-pop
EASY,2O4Bb2WCkjlTPO827OnBMI,164545,79,2,spotify:track:2O4Bb2WCkjlTPO827OnBMI,EASY,1YCj4PZi08G20y2ekGKY0C,LE SSERAFIM,k-pop,4SpbR6yFEvexJuaBpgAU5p,79,5639615,k-pop girl group,k-pop
CRAZY,3AoEQRuFf8zVXWqSLo2UOi,164554,79,2,spotify:track:3AoEQRuFf8zVXWqSLo2UOi,CRAZY,538vEfAgLJ6g2I8ubuOlap,LE SSERAFIM,k-pop,4SpbR6yFEvexJuaBpgAU5p,79,5639615,k-pop girl group,k-pop
Smart,3lwK3WyKAI5bUuGY1OgGbZ,166384,77,1,spotify:track:3lwK3WyKAI5bUuGY1OgGbZ,Smart (Remixes),4IqfdL14SOkeFN2c5ASmGh,LE SSERAFIM,k-pop,4SpbR6yFEvexJuaBpgAU5p,79,5639615,k-pop girl group,k-pop
Pierrot,411fZBnpfU4eIDIZmDKswx,170315,71,3,spotify:track:411fZBnpfU4eIDIZmDKswx,CRAZY,538vEfAgLJ6g2I8ubuOlap,LE SSERAFIM,k-pop girl group,4SpbR6yFEvexJuaBpgAU5p,79,5639615,k-pop girl group,k-pop
1-800-hot-n-fun,7vjfnsnDXZGK4PSq54ISjc,173431,72,4,spotify:track:7vjfnsnDXZGK4PSq54ISjc,CRAZY,538vEfAgLJ6g2I8ubuOlap,LE SSERAFIM,k-pop girl group,4SpbR6yFEvexJuaBpgAU5p,79,5639615,k-pop girl group,k-pop
