Artist Name,Artist ID,Popularity,Followers,Genres,Genre Queried,Artist Image
Jimin,1oSPZhvZMIrWW5I41kPkkY,89,9294756,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebcb08296cca5a2d197caabb79
Stray Kids,2dIgFjalVxs4ThymZ67YCE,85,16689884,"k-pop, k-pop boy group, pop",k-pop,https://i.scdn.co/image/ab6761610000e5eb75237a1ba0379041476012b3
BTS,3Nrfpe0tUJi4K4DXYWgMUX,87,75617866,"k-pop, k-pop boy group, pop",k-pop,https://i.scdn.co/image/ab6761610000e5ebd642648235ebf3460d2d1f6a
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,87,15867488,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb40a7268dd742e5f63759b960
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,79,3916510,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap",k-pop,https://i.scdn.co/image/ab6761610000e5eb2aab40ce03f3fa86163f78bb
NewJeans,6HvZYsbFfjnjFrWF950C9d,82,8908103,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5eb80668ba2b15094d083780ea9
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,80,5676116,k-pop girl group,k-pop,https://i.scdn.co/image/ab6761610000e5ebd7d7064b17d00c6f8755eae6
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,81,9748043,"anime, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5eb8665a74333bb3ca3fde5c06a
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,80,12086538,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5eb9b445a3abb3dda380ec07243
LISA,5L1lO4eRHmJ7a0Q6csE5cT,82,8732879,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb64defefe609189b5b3ddb0ad
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,80,50763809,"k-pop, k-pop girl group, pop",k-pop,https://i.scdn.co/image/ab6761610000e5ebc9690bc711d04b3d4fd4b87c
aespa,6YVMFz59CuY7ngCxTxjpxE,80,6279255,k-pop girl group,k-pop,https://i.scdn.co/image/ab6761610000e5eb573935eb61a1897aeb43c531
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78,10442340,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5eb3835e2ba41427e8356bbd091
TWICE,7n2Ycct7Beij7Dj7meI4X0,79,20694023,"k-pop, k-pop girl group, pop",k-pop,https://i.scdn.co/image/ab6761610000e5eb0c6952f39ba680489149a54c
ATEEZ,68KmkJeZGfwe1OUaivBa2L,74,4196548,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5ebf8ae485831cf4c3a568dc313
JENNIE,250b0Wlc5Vk0CoUsaCY84M,78,7137780,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebd95cf4457fac4cc62311f84f
Tech N9ne,6UBA15slIuadJ8h2lPRPos,69,2787434,"detroit hip hop, kansas city hip hop, pop rap",k-pop,https://i.scdn.co/image/ab6761610000e5eb8b1697a78fbe50647333a84f
wave to earth,5069JTmv5ZDyPeZaCCXiCg,75,2955412,korean city pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb35f487d9b8e8cd6d7f321980
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,75,9601641,k-pop girl group,k-pop,https://i.scdn.co/image/ab6761610000e5eb7fd16327c86d500f83be1d6a
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,73,9197797,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5eb02a562ea6b1dc718394010ac
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,73,1236045,"5th gen k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5eb77f6a3aedfcc4eba07fa14b3
IVE,6RHTUrRF63xao58xh9FXYJ,74,4488793,k-pop girl group,k-pop,https://i.scdn.co/image/ab6761610000e5eb8939960e5144b51d7903899f
KATSEYE,3c0gDdb9lhnHGFtP4prQpn,71,270606,5th gen k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb031e8e2a9c4893810a02f863
ILLIT,36cgvBn0aadzOijnjjwqMN,72,1392930,5th gen k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb5884b5e3bdc71d42b62bfcfd
BABYMONSTER,1SIocsqdEefUTE6XKGUiVS,75,2356630,5th gen k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebc88257a512bc6cec18b7bc12
XG,0LOK81e9H5lr61HlGGHqwA,71,1659607,k-pop girl group,k-pop,https://i.scdn.co/image/ab6761610000e5eb450f7ba269d8a1ac6729081e
j-hope,0b1sIQumIAsNbqAoIClSpy,72,18003179,"k-pop, k-rap",k-pop,https://i.scdn.co/image/ab6761610000e5ebeb746063d1aafa2817ea11b5
Dave Stewart,7gcCQIlkkfbul5Mt0jBQkg,71,44439,"new wave pop, rock keyboard",k-pop,https://i.scdn.co/image/ab6761610000e5eb94fdf3ac086d95c63d93772e
IU,3HqSLMAZ3g3d5poNaI7GOU,71,8714583,"k-pop, pop",k-pop,https://i.scdn.co/image/ab6761610000e5ebbd0642ff425698afac5caffd
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,74,7848563,k-pop boy group,k-pop,https://i.scdn.co/image/ab6761610000e5eba34109c12fce3cb615060043
NCT 127,7f4ignuCJhLXfZ9giKT7rH,70,7476087,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5ebdc904dcc7399f1fd90107392
NMIXX,28ot3wh4oNmoFOdVajibBl,70,3023949,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5eb2b9446440d296ce32189024e
Loco,2e4G04F77jxVuDYo44TCSm,71,469030,"k-pop, k-rap, korean r&b",k-pop,https://i.scdn.co/image/ab6761610000e5eb29971b8d9d19fef176338e4a
ITZY,2KC9Qb60EaY0kW4eH68vr3,70,7580456,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5ebb0e2700dbc17b43328038f7a
NAYEON,1VwDG9aBflQupaFNjUru9A,69,2298429,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebfbdd3f060e1cbe9e8eeaecac
JIN,5vV3bFXnN6D6N3Nj4xRvaV,72,8129405,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebca4f165e62fbf5ab5a3750ba
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,67,1654168,k-pop girl group,k-pop,https://i.scdn.co/image/ab6761610000e5ebf5b576e445d9bb5862084db2
EXO,3cjEqqelV9zb4BYE3qDQ4O,69,9464645,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5ebaf3c4b988a6fef40843cdc83
ZEROBASEONE,7cjg7EkeZy3OI5o9Qthc6n,69,720531,5th gen k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb92cfc521bc3224a839bafbfb
RADWIMPS,1EowJ1WwkMzkCkRomFhui7,73,4113895,"j-pop, j-rock, visual kei",k-pop,https://i.scdn.co/image/ab6761610000e5ebc9d443fb5ced1dd32d106632
RIIZE,2jOm3cYujQx6o1dxuiuqaX,70,900764,5th gen k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb1402fcb25db7c508972e172d
Jay Park,4XDi67ZENZcbfKnvMnTYsI,66,2118957,"k-pop, k-rap, korean r&b",k-pop,https://i.scdn.co/image/ab6761610000e5eba2e3fa38d1dab9121b003be2
BIBI,6UbmqUEgjLA6jAcXwbM1Z9,66,1556589,"k-pop, korean r&b",k-pop,https://i.scdn.co/image/ab6761610000e5eb846662aa85d520b2442d3cd5
DAY6,5TnQc2N1iKlFjYD7CPGvFc,68,3269655,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5eb10e83b0ca558533d0f3c376c
TAEMIN,13rF01aOogvnkuQXOlgTW8,65,3016554,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebd1ac6571dabb7eb6968f0f06
LeeHi,7cVZApDoQZpS447nHTsNqu,66,1783401,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb05cead99b1a81b82a9a42838
BOYNEXTDOOR,4hnHLgMSOiqERWBL4jINP1,66,795871,5th gen k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb6f93b50f97e89fd908f527d9
BAEKHYUN,4ufh0WuMZh6y4Dmdnklvdl,65,2712091,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebb39107b0762eb4ce5218c823
ZICO,4XpUIb8uuNlIWVKmgKZXC0,67,1561928,"k-pop, korean r&b",k-pop,https://i.scdn.co/image/ab6761610000e5ebbc333412dcb39d8ef2bd91cc
fromis_9,24nUVBIlCGi4twz4nYxJum,63,1284464,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5ebd6af403be25256e1fdf15eca
TAEYEON,3qNVuliS40BLgXGxhdBdqu,67,2906232,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb5e97e9ea9133fbfa41e27498
STAYC,01XYiBYaoMJcNhPokrg0l0,62,1895530,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5eb6d2c52a7bb1e4582c6340529
Crush,6aLdhHUqgdKE86xbtNmY8g,65,1218612,"k-pop, korean r&b",k-pop,https://i.scdn.co/image/ab6761610000e5ebf5ef01e430d31a4b0680126f
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,59,865690,"art pop, indie rock, indie soul, indietronica, kiwi rock, neo-psychedelic, portland hip hop, psychedelic pop",k-pop,https://i.scdn.co/image/ab6761610000e5eb043caa3b5d1ec3aada9f7a6c
G. V. Prakash,5VVN3xZw1i2qihfITZlvCZ,73,11769626,"kollywood, tamil pop",k-pop,https://i.scdn.co/image/ab6761610000e5eb0a5c692089af5c0f9cf839f3
DEAN,3eCd0TZrBPm2n9cDG6yWfF,61,1473099,"k-pop, korean r&b",k-pop,https://i.scdn.co/image/ab6761610000e5eb0380068b5097515265c51f4b
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,61,1245054,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5eba66f2ec19992e8c33e5f3c06
D.O.,2CQZr2RPZmrcvDnaod1ldC,67,1973442,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb202096eb5086c39a21851705
SUGA,0ebNdVaOfp6N0oZ1guIxM8,63,5203762,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb0fad315ccb6b38517152d2cc
BIGBANG,4Kxlr1PRlDKEB0ekOCyHgX,66,4911435,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5eb597a4257d0022e2ac837fa7d
Jackson Wang,1kfWoWgCugPkyxQP8lkRlY,62,4226270,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb0405e7cc11aecb995703d398
K/DA,4gOc8TsQed9eqnqJct2c5v,62,2161499,k-pop girl group,k-pop,https://i.scdn.co/image/ab6761610000e5ebdc1dc943555dfa1ee2a107e5
SHINee,2hRQKC0gqlZGPrmUKbcchR,62,3116116,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5ebe0001b1abdae41d669a446b7
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,62,4261204,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5eb38c136f067600bd431dd9b93
TAEYANG,6udveWUgX4vu75FF0DTrXV,63,1434778,"k-pop, korean r&b",k-pop,https://i.scdn.co/image/ab6761610000e5eb496189630cd3cb0c7b593fee
WayV,1qBsABYUrxg9afpMtyoFKz,61,2197036,"chinese idol pop, k-pop",k-pop,https://i.scdn.co/image/ab6761610000e5eb39e45c8eb3dae844dc9fa133
Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,63,2534079,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5eb385df356841aaec34a0914aa
The Rose,5na1LmEmK2VzNLje9snJYW,62,2721434,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5ebd434a8b25f5a50277b05a402
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,61,1380698,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5eb2e75abbdf622da095f8b21cd
JEON SOMI,7zYj9S9SdIunYCfSm7vzAR,63,2789347,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb8acf72a6c3da24a6483255fa
tripleS,5Z71xE9prhpHrqL5thVMyK,61,447313,k-pop girl group,k-pop,https://i.scdn.co/image/ab6761610000e5eb562386d76cf9051be82de6f5
YOON MIRAE,1Do4bSzfUl0KWL9r1fITu0,64,291319,"k-pop, korean ost, korean pop, korean r&b",k-pop,https://i.scdn.co/image/ab6761610000e5eb1787f6596afa03df2d44af87
CHUNG HA,2PSJ6YriU7JsFucxACpU7Y,60,2184527,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb8a258c4d5670bdb521c97eaf
MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,60,5195098,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5eb3806dc272074141b5f4ae00d
TREASURE,3KonOYiLsU53m4yT7gNotP,66,3434889,k-pop boy group,k-pop,https://i.scdn.co/image/ab6761610000e5eb7f76de4231462f7e23fa6299
KAI,6iVo62B0bdTknRcrktCmak,60,1521853,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebf58d1dda95d21ff6c0c8354f
Wonder Girls,3Cv2vi3WTl8VZOTdrBkKdM,58,861996,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5eb30a517d1b703c3eabdac2855
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,61,7336578,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5ebe12972169702affd7a4c48ec
TWS,4GgBKgxhc649frZDHcXIEz,62,374373,5th gen k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb88196186dc73ab38bfeb721a
HWASA,7bmYpVgQub656uNTu6qGNQ,61,5125394,"k-pop, korean talent show",k-pop,https://i.scdn.co/image/ab6761610000e5eb3977b843704948c0253b0a7d
Xdinary Heroes,1khChLj7REGqjM043PlYyn,59,1096690,k-pop boy group,k-pop,https://i.scdn.co/image/ab6761610000e5eb71b6b30387a37f787507e537
CHANYEOL,6jV25rzTKQ2zMgrqHha1V5,63,1856239,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebac4f30f097b3c83ae0cd2349
ROSÉ,3eVa5w3URK5duf6eyVDbu9,64,6895272,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebd2d167f018561742f26a0997
Freshlyground,7AcV1lk8Zrgo1691PDWEle,62,73040,"african rock, afropop, kwaito, south african jazz, south african pop, south african pop dance",k-pop,https://i.scdn.co/image/cdc8cf94774db4f0066ca1f90eb3fda45955a420
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,59,2921204,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5eb7d608b659ace7a97bbf474ad
HEIZE,5dCvSnVduaFleCnyy98JMo,60,1163506,"k-pop, korean pop, korean r&b",k-pop,https://i.scdn.co/image/ab6761610000e5eb56c617b7ca5ab250de5f8575
AKMU,6OwKE9Ez6ALxpTaKcT5ayv,61,1709712,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb00beb181c5f5464f4562f90f
GOT7,6nfDaffa50mKtEOwR8g4df,59,6552367,"k-pop, k-pop boy group",k-pop,https://i.scdn.co/image/ab6761610000e5ebd90aa536055fe9806b3960e6
JISOO,6UZ0ba50XreR4TM8u322gs,64,4035510,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebcb6017286dd64ca6b77c879f
YUQI,22aCD8IrQZjcPgZw728QT6,60,752288,5th gen k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb569026949c9d74d8448c6559
2NE1,1l0mKo96Jh9HVYONcRl3Yp,61,2479032,"dance pop, k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5ebcd3114c3d3dc89d5ec1c9145
TEN,3Q5Qep7ytrjVleNnMnntgQ,65,755093,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb120c180b98729c6448e06703
BSS,1uAT5bTSp6dWbNmixIUP5t,61,810493,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebe486a809eaee9b2d85846dae
EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,59,2215701,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5eb76643c12c77c6f4de9f5fdb5
Izzamuzzic,5EiDVD35ofoSKq1KE0jcs8,60,136911,"kazakh pop, russian electronic",k-pop,https://i.scdn.co/image/ab6761610000e5ebecd4531da846cd8fed1290f8
GFRIEND,0qlWcS66ohOIi0M8JZwPft,60,1632690,"k-pop, k-pop girl group",k-pop,https://i.scdn.co/image/ab6761610000e5ebd0701912e6fccf8427bc7361
KARD,2JhAlkmukNvarUpGhTFXUQ,57,1975991,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5ebc1bba6ccbabb3ea93c27ed4d
WOOSUNG,5LHu1iF8m0XtRBEJbbwSoo,59,777970,"k-pop, korean ost",k-pop,https://i.scdn.co/image/ab6761610000e5eb6030f28e5236ab125c73e255
BOL4,4k5fFEYgkWYrYvtOK3zVBl,61,1894232,k-pop,k-pop,https://i.scdn.co/image/ab6761610000e5eb0993fa249f7776f353a1fbc9
G-DRAGON,30b9WulBM8sFuBo17nNq9c,60,2853877,"k-pop, k-rap",k-pop,https://i.scdn.co/image/ab6761610000e5eb5923c0ca32a3cf3a81b34728
Stray Kids,2dIgFjalVxs4ThymZ67YCE,85,16689884,"k-pop, k-pop boy group, pop",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb75237a1ba0379041476012b3
BTS,3Nrfpe0tUJi4K4DXYWgMUX,87,75617866,"k-pop, k-pop boy group, pop",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebd642648235ebf3460d2d1f6a
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,81,9748043,"anime, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb8665a74333bb3ca3fde5c06a
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,80,12086538,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb9b445a3abb3dda380ec07243
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,78,10442340,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb3835e2ba41427e8356bbd091
ATEEZ,68KmkJeZGfwe1OUaivBa2L,74,4196548,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebf8ae485831cf4c3a568dc313
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,74,7848563,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5eba34109c12fce3cb615060043
NCT 127,7f4ignuCJhLXfZ9giKT7rH,70,7476087,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebdc904dcc7399f1fd90107392
EXO,3cjEqqelV9zb4BYE3qDQ4O,69,9464645,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebaf3c4b988a6fef40843cdc83
DAY6,5TnQc2N1iKlFjYD7CPGvFc,68,3269655,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb10e83b0ca558533d0f3c376c
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,61,1245054,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eba66f2ec19992e8c33e5f3c06
BIGBANG,4Kxlr1PRlDKEB0ekOCyHgX,66,4911435,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb597a4257d0022e2ac837fa7d
SHINee,2hRQKC0gqlZGPrmUKbcchR,62,3116116,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebe0001b1abdae41d669a446b7
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,62,4261204,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb38c136f067600bd431dd9b93
The Rose,5na1LmEmK2VzNLje9snJYW,62,2721434,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebd434a8b25f5a50277b05a402
MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,60,5195098,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb3806dc272074141b5f4ae00d
TREASURE,3KonOYiLsU53m4yT7gNotP,66,3434889,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb7f76de4231462f7e23fa6299
Xdinary Heroes,1khChLj7REGqjM043PlYyn,59,1096690,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb71b6b30387a37f787507e537
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,59,2921204,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb7d608b659ace7a97bbf474ad
GOT7,6nfDaffa50mKtEOwR8g4df,59,6552367,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebd90aa536055fe9806b3960e6
iKON,5qRSs6mvI17zrkJpOHkCoM,59,3288402,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb8eb5e57e526ceb14f06ea203
xikers,6QHP8St0MzfNDqjKpwtMht,53,398834,"5th gen k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebc798c19e3f4eba8326a1a29d
SUPER JUNIOR,6gzXCdfYfFe5XKhPKkYqxV,58,2313726,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb723b8c26c6f79257c4f832e3
NCT,48eO052eSDcn8aTxiv6QaG,54,6258590,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebb08ff289b18eb08abc6864c9
ONEUS,3CVYSpM7nfHFG5qCTW7Ht9,51,998499,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb8162ce227fb3f8159822aab0
A.C.E,25KT93FeotUTHC1dbLasxi,48,1383910,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb118865e665507bf582ec6107
ASTRO,4pz4uzOMpJQyV8UTsDy4H8,55,2129146,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebee6186f4ba9d39d9438ad7d8
BTOB,2hcsKca6hCfFMwwdbFvenJ,54,1480567,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb09336dcd62a6e91e49e0a0f4
NCT DOJAEJUNG,0W0w607z3JEA1vXLz9FVGw,51,484066,"5th gen k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb9a26467248badc54d2253c5e
PENTAGON,1wKpMkucynaTfG8lyPprYV,52,2198699,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb7fd277fc83d7670dadb45790
2PM,5iRPbkcPmqAFFwDUj6ywVS,53,828854,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb125d29add59b1d82aa236423
SF9,7LOmc7gyMVMOWF8qwEdn2X,51,1706214,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb2288884a0f28fd6e73cdcb11
Block B,4RnezwRV7VBJUCI1S0AE5u,51,980407,"k-pop, k-pop boy group, korean r&b",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebebb34ddba4e4ef87dbb92728
N.Flying,2ZmXexIJAD7PgABrj0qQRb,53,837172,"k-pop, k-pop boy group, k-rock",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebe5bb5b093b8f41a91a651ca7
WINNER,5DuzBeOgFwViFcv00Q5PFb,53,2436461,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb9c4acb1897759452c0ed82d9
TVXQ!,6nVMMEywS5Y4tsHPKx1nIo,52,829409,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb2be82149be3774fa0729a543
EXO-K,6wPBIyIIMxoqgux29bGF8I,51,1850972,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb178e3ea7bb3b021834a270ce
Wanna One,2CvaqAMMsX576VBehaJ0Wx,52,1708713,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab67616d0000b27323bd8b27aeb3ad6d4f4339c4
OnlyOneOf,0iQGSzpJ0G0lsugv8jsJHd,44,400179,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb2ea0217750ed5244f6d4fd7b
Beast,1Pr9gT0veB2tgcisQeIGoC,51,458196,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb080109ba641204f8c80d2b5e
INFINITE,1bkpTEmumLC3xc7HgMsttU,50,875893,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/73dc7f381cbfe1e0a00bfdbfde4cee41e3901e0d
ONEWE,4D9foUQxTrsS0w2BeyCD16,46,421967,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebe08fd0a144e2426d107a2294
B.A.P,6kxCoNfY6U1eP0Yc88phvk,48,722315,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab67616d0000b273fd9b87fcffab639927a810b3
EXO-CBX,3Lz3vEN23Fw0hIelrYEzUD,48,2513948,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebb1d0ee2922afe87c228d4cdc
VIXX,5BkB3rXc0qIdUtuEnhbK0A,45,931108,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb84f9ce82754d57d4ee374d42
FTISLAND,6KhH771vq2X2Aom91nNzpZ,49,472962,"k-pop, k-pop boy group, k-rock",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebc5fa517a9c3e217bd1689f43
CNBLUE,6dCz3spfpIvqqqsIoP6wXi,49,707526,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb5fb1c4d1c614d4aa960f2c05
ONF,0eEhOgZ2x6kv8kLz77WO7b,43,628230,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb3ae24cb03e918063a846c3e8
SS501,6rmMpoeu2SIV4OLURCOn2e,48,258566,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab67616d0000b27320391f7a71056d03442964a0
BOYS PLANET,49pGKUCSjzaCfv8gdTWG98,45,172216,"5th gen k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab67616d0000b273575199b6685e149b5c75ba03
VICTON,0ziR2zN0NFcB4x1G3P8cW3,42,925489,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb61c760e928840e5c30787b35
NU'EST,1iQfn1B8V25iQoolQakyAZ,44,989919,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb7682e26b8e7f5bfed0e87d84
