Artist Name,Artist ID,Popularity,Followers,Genres,Genre Queried,Artist Image
최희준,5LkZQw11dt55HvUkPqnCjt,0,405,classic korean pop,classic korean pop,
조정현,2WTpsPucygbYRnCnoEUkJQ,0,426,classic korean pop,classic korean pop,https://i.scdn.co/image/ab67616d0000b273362fadd1ea49a2ec4e705679
Tyler Childers,13ZEDW6vyBF12HYcZRr4EV,79,2591486,"kentucky indie, kentucky roots, outlaw country",k-indie,https://i.scdn.co/image/ab6761610000e5eb3b3bb0d677529cd524eadfdc
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,59,865690,"art pop, indie rock, indie soul, indietronica, kiwi rock, neo-psychedelic, portland hip hop, psychedelic pop",k-indie,https://i.scdn.co/image/ab6761610000e5eb043caa3b5d1ec3aada9f7a6c
The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9,56,691501,"auckland indie, indietronica, kiwi rock, metropopolis",k-indie,https://i.scdn.co/image/ab6761610000e5eb1b0c23f02c20730e909961e9
Tommy Newport,7FvQR6QFfXmW18dyMqnHvv,54,61267,kansas indie,k-indie,https://i.scdn.co/image/ab6761610000e5eb5c05854c37bccb87d9648401
Matt Duncan,7gRH7pJQJaAvrwvi8STYEl,54,40239,"lexington ky indie, retro soul",k-indie,https://i.scdn.co/image/ab6761610000e5eb03b92d64606dd4b50c056eaf
The Tragically Hip,0YMeriqrS3zgsX24nfY0F0,61,976558,"canadian rock, kingston on indie, ontario indie, rock",k-indie,https://i.scdn.co/image/ab6761610000e5eb6b16fd0f4b339dadc3cf8562
Emarosa,68tKVjVvcqUfKFFLr2j0Ek,49,279455,"lexington ky indie, neon pop punk, pop emo, pop punk, progressive post-hardcore, screamo",k-indie,https://i.scdn.co/image/ab6761610000e5ebeaa1f21d21e79046b549baac
The Beths,7DjwIxbe8kpw4pqnzAMoin,49,151287,"auckland indie, bubblegrunge, indie pop, indie rock, kiwi rock, modern power pop, nz indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb67a4ee2671abdaa121a8afc2
The Black Skirts,6WeDO4GynFmK4OxwkBzMW8,56,385611,"k-indie, k-rock, korean dream pop, korean indie rock",k-indie,https://i.scdn.co/image/ab6761610000e5eb8609536d21beed6769d09d7f
The Greeting Committee,1MIe1z4RdqLqHSJsb7EBMm,47,133267,"indie pop, kc indie, pov: indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb75d332b57f02b77e0ce6a461
The Glorious Sons,5CPxrqCStgt6AfI4fLiedH,51,194401,"canadian indie rock, canadian rock, kingston on indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb00bdcb9b72c275e4b5e0cdad
Angaleena Presley,7hmwyQifkGl8GgOMVJZvW0,46,16247,"kentucky indie, outlaw country",k-indie,https://i.scdn.co/image/ab6761610000e5eb7d38d1558175a5a9aa849923
SOFT PLAY,3xByNj8XW17oW0wsJhgzYL,56,238451,"english indie rock, kent indie, modern alternative rock",k-indie,https://i.scdn.co/image/ab6761610000e5eb9fa5f402a492619f1aa996ef
HYUKOH,57okaLdCtv3nVBSn5otJkp,55,572901,"korean indie folk, korean r&b",k-indie,https://i.scdn.co/image/ab6761610000e5eba83b7860635940ed829ee09b
JANNABI,2SY6OktZyMLdOnscX3DCyS,54,503087,korean indie rock,k-indie,https://i.scdn.co/image/ab6761610000e5ebe5346373ce792a13045f3eed
Kevin Morby,6fxk3UXHTFYET8qCT9WlBF,50,297492,"chamber pop, indie rock, kc indie, modern folk rock",k-indie,https://i.scdn.co/image/ab6761610000e5eb292b964365b5de1a53216852
Ian Noe,2TEpPi5SFalflhpcQHq3lB,46,65126,"alternative country, kentucky indie, kentucky roots, new americana, roots americana, southern americana",k-indie,https://i.scdn.co/image/ab6761610000e5ebe3309c4e348bff4908004d08
my little airport,3yfDRplDZh03Y0fEeCd6B0,53,259475,"chinese indie, chinese indie rock, hong kong indie, hong kong rock, twee pop",k-indie,https://i.scdn.co/image/ab6761610000e5ebb54a1e573a1e5c5fb68ed94a
The Get Up Kids,54Bjxn26WsjfslQbNVtSCm,45,144124,"emo, kc indie, midwest emo",k-indie,https://i.scdn.co/image/ab6761610000e5eb6aa6e0755c6b9899d9deeb17
So!YoON!,7H5EC2qaylGun66YeRrVHg,52,222497,korean indie rock,k-indie,https://i.scdn.co/image/ab6761610000e5eb9c5731995a04af6e4cf5d746
Gin Wigmore,4Gzfk9Lxm67nBs7E9BZjzG,48,188400,"auckland indie, kiwi rock",k-indie,https://i.scdn.co/image/ab6761610000e5eb0edce920e47a477ccb3bf6bc
Moose Blood,5fEKZRCUa0JApec5Xy095q,44,187615,"alternative emo, anthem emo, dreamo, emo, kent indie",k-indie,https://i.scdn.co/image/ab6761610000e5eba5c41eac1860554972af2397
Dreamgirl,7JPPLV24jlpVoHz5dHN6pR,44,84231,"indie garage rock, kc indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb7d478a2949d521ed559db5ec
Kitty Craft,5mmXz0LCVnPbgHcZ7KBJlj,43,39989,"dream pop, lo-fi, lo-fi indie, shibuya-kei, tape club",k-indie,https://i.scdn.co/image/ab67616d0000b27363ce24a7d6eac995c438dbae
POLKADOT STINGRAY,5zV9afUO4DVqJeRaZvfNev,50,362828,"anime rock, j-pixie, j-rock, kyushu indie",k-indie,https://i.scdn.co/image/ab6761610000e5ebbef5017af8d73538ed0f3fce
HUS,23m7tUHLULVyBAAIYHbsgT,47,42924,"k-indie, korean city pop",k-indie,https://i.scdn.co/image/ab6761610000e5eb67e8546fa880b0ecdf91c332
We Are The Night,5UT1mOF7JAjcc7e3wen8vw,55,76553,"k-indie, korean electropop",k-indie,https://i.scdn.co/image/ab6761610000e5ebb87c62de5ced144370115121
Sam Garrett,6bYrznKbGdUBy4IXEgxxOU,53,164470,"bahai, high vibe, indie anthem-folk, kirtan",k-indie,https://i.scdn.co/image/ab6761610000e5eb024c40316edf30fd4d0c3928
The Poles,7isCii8IZOBPInAYFn2n5Q,47,158096,"bedroom r&b, korean dream pop, korean indie rock",k-indie,https://i.scdn.co/image/ab6761610000e5eba814f756d51a20078002d292
SE SO NEON,07OePkse2fcvU9wlVftNMl,45,224195,"k-indie, korean city pop, korean indie rock",k-indie,https://i.scdn.co/image/ab6761610000e5eb09f78a42472e3acbb4975407
Parannoul,7eZbNxarrTW4VkRI8u9aDX,45,89641,"hyper-rock, korean indie rock, korean shoegaze",k-indie,https://i.scdn.co/image/ab6761610000e5eb4ef6aec62503a1f5cad79f49
The Floozies,5czcqWtwZb5btfWWvWTmgZ,39,88822,"glitch hop, jam band, lawrence ks indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb36fe3c59c6111ee7fe54a188
"Car, the garden",7c1HgFDe8ogy5NOZ1ANCJQ,50,187435,"k-indie, korean pop",k-indie,https://i.scdn.co/image/ab6761610000e5eb60207000aebdb42a66f6880e
youra,5q9adPv91NFr8q2ZcKmX0V,46,107461,k-indie,k-indie,https://i.scdn.co/image/ab6761610000e5ebfdb3bca813828b497b0577a3
Samantha Fish,5HsS48kuvghKcNpwOaAvB5,42,123404,"kc indie, modern blues, modern blues rock",k-indie,https://i.scdn.co/image/ab6761610000e5ebf94b864b4000c62cab53be2f
Jeon Jin Hee,7MnWezV00qoqnc9aeG0gxg,46,24001,korean indie folk,k-indie,https://i.scdn.co/image/ab6761610000e5eb08bb2eb237a49aaf50be04e3
Ian Wong,7oYdrlz2ZllyvCmCZ4c0MK,43,6106,"calming instrumental, kingston on indie, neo-classical",k-indie,https://i.scdn.co/image/ab6761610000e5ebd156101c29d57f2f4a619782
Jiwoo,51FKMPw06mntCaz6yO6ddg,41,82395,"bedroom r&b, k-indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb52c5c424e74b6ab0cfbf21b3
Mac Lethal,37xeUAohEFPICmvIRw4jil,39,117173,"battle rap, indie pop rap, kansas city hip hop",k-indie,https://i.scdn.co/image/ab6761610000e5eb3e13543f909ac32927bff8af
Anupam Roy,5LZ894xYE9MG1sal0gjt5L,54,1932267,"filmi, hindi indie, indian singer-songwriter, kolkata indie, west bengali pop",k-indie,https://i.scdn.co/image/ab6761610000e5ebc63d8ba7771b295b280422b3
Glen Check,68ZtcdthScW8ISOvVNW9sV,48,36567,"k-indie, korean electropop",k-indie,https://i.scdn.co/image/ab6761610000e5ebc4790b3f1e80a17e7e16d076
800 cherries,47mrO8UvhD1Qt6iAIy4fCO,39,39988,"dream pop, japanese indie pop, shibuya-kei",k-indie,https://i.scdn.co/image/ab67616d0000b27367ec35b49e51fe6e528b8e05
Primary,4QDcs3XrA8uHUZ7Xt9Ytep,46,97095,"k-indie, k-rap, korean city pop",k-indie,https://i.scdn.co/image/ab67616d0000b27330b6adc29d752c16f25ff834
Meaningful Stone,7EVlq3yUVHbHZZsaYSOcXt,41,68031,"k-indie, korean indie folk",k-indie,https://i.scdn.co/image/ab6761610000e5eb47a3fdc92b853c9caa95c0b8
Will Joseph Cook,3YO2a6i2cfdFbgxk2HDfPe,42,86504,"kent indie, modern alternative pop",k-indie,https://i.scdn.co/image/ab6761610000e5ebc0cf1d4f7d45e366c70d84de
Sunwoojunga,04L3elxyr0XFua2Ek3domW,46,119875,"k-indie, korean pop",k-indie,https://i.scdn.co/image/ab6761610000e5ebaf3ae624d46473f6f21f116f
ラックライフ,35AeYLIKrorZDAxsb40vVZ,47,119847,"j-poprock, kansai indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb03b88f0543df825a15accfdd
YOUHA,2lZFlNiQMLa2fuX3pkXcan,43,95025,k-indie,k-indie,https://i.scdn.co/image/ab6761610000e5eb258c6319f7a39c6e0a0f39de
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,38,38544,"alternative emo, anthem emo, canadian pop punk, easycore, kelowna bc indie, pop punk, vancouver punk",k-indie,https://i.scdn.co/image/ab6761610000e5eb54a7ede8f6b0d1d463fe6388
Cereus Bright,3zt4I5TLIb0Z9RigaiHe5G,37,14603,"knoxville indie, stomp and holler",k-indie,https://i.scdn.co/image/ab6761610000e5eb9a5b8ae0d44c22368e41c6a5
Kwon Jin Ah,0kRAVpQhUUArA8UnYwEdeZ,45,140114,"k-indie, korean pop",k-indie,https://i.scdn.co/image/ab6761610000e5eb239e1cca391d5041ebd60dcb
1415,71JjZRW0sCWpF1EuaS9TQA,44,65664,k-indie,k-indie,https://i.scdn.co/image/ab6761610000e5eb0943878a1de6330f18457e9e
ADOY,64sY7LsUjNE3ifONkftTXC,44,166818,"k-indie, korean city pop, korean dream pop, korean electropop, korean indie rock",k-indie,https://i.scdn.co/image/ab6761610000e5eba7a75e22ac51af6b397cdfe7
Bedouin Soundclash,2Au2mS47rMRkqbU4XJqKMh,42,66524,"canadian rock, kingston on indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb884e15e6481749b41de69385
Mid-Air Thief,0zGRuj0aQ3mM6i2dQoO8h0,38,91392,"folktronica, korean indie rock",k-indie,https://i.scdn.co/image/ab67616d0000b273978da07b260f80bcc4ba02a4
Ben Sollee,3Zzs4IqjV4b0yEFWqRv1si,37,34137,"cello, lexington ky indie, progressive bluegrass",k-indie,https://i.scdn.co/image/ab6761610000e5ebc3f2ca757149b3b5b74722a8
sød ven,6Gt5kTPVe7tuYK44gRPVdJ,41,21051,"korean bl ost, modern indie folk",k-indie,https://i.scdn.co/image/ab6761610000e5ebf794e4366db1849bfcd454dd
Danielle Nicole,34mu675oQQ5ZNuK1soZrIn,42,32293,"kc indie, modern blues",k-indie,https://i.scdn.co/image/ab6761610000e5eb34e9fc734631c8e87c78ef55
Cornelius,2vJObElaIZWYDLpiXiJMo9,43,159970,"indietronica, j-ambient, japanese alternative pop, shibuya-kei",k-indie,https://i.scdn.co/image/ab6761610000e5ebdd24386203ce97cd25e97496
Lee So Ra,58BWh3yJrluDugLv0QF0eC,44,50291,"k-indie, k-pop, korean pop, korean singer-songwriter",k-indie,https://i.scdn.co/image/ab67616d0000b2737ae18c6f8287fa3066c0224b
Nerd Connection,5WKUZJPvN1SScyggtPFShK,45,95965,korean indie rock,k-indie,https://i.scdn.co/image/ab6761610000e5ebf37dafb5dbbefd1fb1eb113e
92914,0Zoe6ljAJo85rggnN6OaOF,46,241054,"chill pop, chill r&b, korean indie folk",k-indie,https://i.scdn.co/image/ab6761610000e5eb423f06b19595e36618aef171
moon tang,51ZhiTtynrHq7tD4xfGZV7,48,35408,hong kong indie,k-indie,https://i.scdn.co/image/ab6761610000e5ebd93f2a7e76326194da84f785
eAeon,3ZSbXArE6mxOleJnsumK4u,45,180325,"k-indie, korean electropop",k-indie,https://i.scdn.co/image/ab6761610000e5ebce74e7e1df453532fefc6487
Calling All Captains,38vVrIl7XQVwKEg9lvuygG,37,56233,"anthem emo, canadian pop punk, easycore, edmonton indie, kelowna bc indie, pop punk",k-indie,https://i.scdn.co/image/ab6761610000e5ebfd16391843ec769cdf7d2391
OOHYO,50Zu2bK9y5UAtD0jcqk5VX,41,155946,"k-indie, korean electropop",k-indie,https://i.scdn.co/image/ab6761610000e5eb238451be72325e4ef78ef119
Marzz,21ZpqFOa1Viho0YiuEB8lG,35,44851,"indie r&b, kentucky hip hop",k-indie,https://i.scdn.co/image/ab6761610000e5eb08bb7a7d838eff78f14d4a49
Standing Egg,6a3Mfrn2XBR1DfPg1QGa1d,44,186089,"k-indie, korean pop",k-indie,https://i.scdn.co/image/ab6761610000e5eb14594640c19d2a08970479ea
Sundy Best,21lH0EoFGV5oUmyCZuz7jg,33,21570,"kentucky indie, kentucky roots",k-indie,https://i.scdn.co/image/ab6761610000e5eb52b2790df702e91317f623f8
Fujiya & Miyagi,0j2MwhbFTvquOBhs3LeIfU,40,88170,"alternative dance, brighton indie, neo-kraut, new rave",k-indie,https://i.scdn.co/image/ab6761610000e5eb0af81e2d5019a279c22b8654
Kim Sawol,08J6v4qHZz06ua0qAicWmE,42,25117,"k-indie, korean indie folk, korean singer-songwriter",k-indie,https://i.scdn.co/image/ab6761610000e5eb726e18febfae4a5c97ff8700
Yoyo Sham,2OrCYFzQYE1TmevdYARnU1,45,70672,"cantopop, hong kong indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb7c112977a36f9dd3168304a7
The Volunteers,2jLHrOkh1M5rLJgnrgfQf1,40,60139,k-indie,k-indie,https://i.scdn.co/image/ab6761610000e5eb6238bd9ba3ab8296d193a778
Silica Gel,2kxVxKOgoefmgkwoHipHsn,43,82168,"k-indie, korean indie rock",k-indie,https://i.scdn.co/image/ab6761610000e5eb5d61ba15e6cd45e42640281c
Superdrag,1UGwqiX4QA7R9hNBwzjavF,32,22244,"alternative pop, jangle pop, knoxville indie, power pop",k-indie,https://i.scdn.co/image/dc3741fcf598fc72c71bddbc88fe22d8cc41b5c8
Sugadaisy,0eGAT5gCCSuMjddCUkGqeZ,35,9796,kentucky indie,k-indie,https://i.scdn.co/image/ab6761610000e5eb32c23511e3c1d128a9d5286d
Hembree,0NTqSkdyIji6DuHVac7ROJ,34,14089,kc indie,k-indie,https://i.scdn.co/image/ab6761610000e5eb24eb9a8b218d14ca4b28ef84
Night Off,0MrJIVLnVbubveFG4zSy88,42,37430,k-indie,k-indie,https://i.scdn.co/image/ab6761610000e5eb6b59ec6d95d9b8d04b0133f7
Asian Glow,74om4qLxb9MIsubhtvxQQJ,34,38133,"5th wave emo, hyper-rock, korean indie rock",k-indie,https://i.scdn.co/image/ab6761610000e5eb3a613be50873066430c22f43
Heo Hoy Kyung,5z8B2oTjiZbpbMB6rAfPGl,41,32374,k-indie,k-indie,https://i.scdn.co/image/ab6761610000e5ebd7e93c2c64d2ce6512b383aa
APRE,16oEz0ihXl8elwxOS0YMNF,36,21276,"english indie rock, kent indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb3d5acf1ac8f36eadfffeb191
Denise Ho,4yN0M1P08hXwuDi81G6O5U,42,153808,"cantopop, hong kong indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb7b3372cde6636f97a8050bc3
ALEPH,2ncTglxMHKmCzBKckfzOEv,40,52399,"k-indie, korean r&b",k-indie,https://i.scdn.co/image/ab6761610000e5ebe7d1d770efe61d038a92f1bc
Long Shot Party,3JdNagrq4kPXQ3Coj6INjp,40,7538,"j-poprock, japanese ska, kyushu indie",k-indie,https://i.scdn.co/image/ab67616d0000b27317365c5e16dd8a2ed1d81760
Headstones,3yfNNHn865Z5J05WhWLa00,41,65160,"canadian rock, kingston on indie",k-indie,https://i.scdn.co/image/ab6761610000e5ebf0b071bfaef39a4b625e9a43
Busker Busker,6jgrgDBt1SbtNbc25sLaTH,39,62256,"k-indie, k-rock, korean pop",k-indie,https://i.scdn.co/image/ab6761610000e5eb354f59f3c926ef815f9af7ff
The Marshmallow Kisses,4tzg961dC4xoU1YYGZeYud,33,12663,"chinese indie, shibuya-kei, tape club",k-indie,https://i.scdn.co/image/ab67616d0000b273ab0ab0e1beeaab6514f3ed1e
JAURIM,6evmYxFbDSIHilUaYC9MhL,42,72083,"k-indie, k-rock",k-indie,https://i.scdn.co/image/ab6761610000e5ebf404a946f04b13b95f2c0e29
Number Girl,0FXxQ0TEYtebM8gGg0xdoC,39,169019,"j-rock, japanese alternative rock, japanese post-hardcore, kyushu indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb4b9387e7bcd43dea8ce09c3a
Coco,2y505wUJ3Qe8lpRMRxBLAx,49,899,"kleine hoerspiel, sinaloa indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb387776c81458b98ddd1da17c
Humbreaders,32k7rSC70F3C7qif9Pgavi,48,104348,"japanese alternative rock, kansai indie, modern j-rock",k-indie,https://i.scdn.co/image/ab6761610000e5eb09b770246ab1ddc16ea2b060
Thandii,68YD0oUAF8k1NqEFAIx60M,36,12956,kent indie,k-indie,https://i.scdn.co/image/ab6761610000e5eb960ccd64831137b07e290614
Milmine,2iVOfs3JWS5AuzCZoCJuiz,32,16899,kansas indie,k-indie,https://i.scdn.co/image/ab6761610000e5eb3b813c9211d273b3a6cd6479
The Chills,6soJo0dtX31T30OxtS4A39,37,28535,"dunedin indie, dunedin sound, kiwi rock",k-indie,https://i.scdn.co/image/ab6761610000e5eba2df1355db5c26be77253d1a
Mates of State,4IELX7NrLBXuw8f51cUZuM,29,40827,"kansas indie, lawrence ks indie",k-indie,https://i.scdn.co/image/b661b0114b78073b873a895dddae17980e30794e
Dan Luke and the Raid,0rbDnVqVc7mv9A6MNyu4lD,32,8444,kentucky indie,k-indie,https://i.scdn.co/image/ab6761610000e5eba97a433e056fe5418cac0f35
off the menu,6g1CbXF83eU2eSvIUU9COb,36,44382,korean indie rock,k-indie,https://i.scdn.co/image/ab6761610000e5ebe4a2c46a8ddcca66a06fb99a
015B,4uU7KfTjcjyKUGWSaTzLu7,36,45136,"classic k-pop, k-indie, korean electropop, korean pop",k-indie,https://i.scdn.co/image/ab6761610000e5eb40c9683568731e5d577f7e5f
2 Blyga Läppar,04UWvFdSYUV4wv6UJ0mARE,48,32430,"danspunk, kalmar indie",k-indie,https://i.scdn.co/image/ab6761610000e5eb30926c4e3c9b8909446e4c2a
sogumm,50x9jHrP6wy9fo3jK5pNqS,37,60204,k-indie,k-indie,https://i.scdn.co/image/ab6761610000e5eb3972c5f9470e8fdbe96bf6ae
sød ven,6Gt5kTPVe7tuYK44gRPVdJ,41,21051,"korean bl ost, modern indie folk",korean bl ost,https://i.scdn.co/image/ab6761610000e5ebf794e4366db1849bfcd454dd
16,5gjVxMSvUPmjSPX95sl2Sr,36,3869,korean bl ost,korean bl ost,https://i.scdn.co/image/ab6761610000e5eb5d6936adccfb253a7e98ddf6
Kim Ji Woong,30LUdvc9y5ZsHLAUy14shd,34,13042,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2739d551a160ed54277f5f2fa8a
YOON SEO BIN,4w5qfefpoHKBZ4rkCt42cW,26,14437,korean bl ost,korean bl ost,https://i.scdn.co/image/ab6761610000e5eb894b2491029f7768df5dd8ed
KWON SOON IL,1e7AZDBG64lv62iUtQ6nTf,25,3861,korean bl ost,korean bl ost,https://i.scdn.co/image/ab6761610000e5ebaf7d25d9d1d8282dd403e0c6
RUNY,3Gqep11q40qGtYbAWy20t8,23,7301,korean bl ost,korean bl ost,https://i.scdn.co/image/ab6761610000e5eb7e083e93a48c658cfe182f7f
KANG IN SOO,2bk4uep2Sq0O7jCx3vJghg,20,6897,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b27326cce612a2ae53334b30a4ed
LEE SANG,2kX0R8m1oPYgVxnxf9jhnk,20,4010,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b27326cce612a2ae53334b30a4ed
Johnny,7oWUU7t60DhuzG3vjs7HV6,19,2840,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2735f9c341a556a1548abef0622
MOOK,5Sqk710FhqXdb9YNDjM66Y,18,1093,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273623c6ecd2a4d6706799d45d0
Low-end project,5HECc7MQ1IoYk1H8MNrflW,14,479,korean bl ost,korean bl ost,https://i.scdn.co/image/ab6761610000e5eb276b93363b905595b8794f23
CHA SEOWON,6q3MAbM1MgPna745eGNj6T,14,1165,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2732dc4741d2863ed7557ac1b09
Dann,4ehtLyNdsw7CcJ29kmOeJT,13,619,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2737e03d5c11267f241f330982f
공찬,1RegRl89Cw1ccWRxK1vIrp,14,768,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b27343980ca263238bcd1d75620b
Utopi,3yK1E102HvCIcKPvcvtSul,11,533,korean bl ost,korean bl ost,https://i.scdn.co/image/ab6761610000e5eb6ca0d832e41ff46768de1e67
HYELIN,5lsV3E0yzDUAC1w6gQT0Dt,12,1093,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2737ab822228ff03545a2a7c6db
Ok Jin Wook,5vv7jB97vBzRCk5QH9YO6u,12,1231,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b27361b83ab20eb13f2323d176be
KEUMJO,1mhrp6X9dQ4DPvsbt5seca,11,1419,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273a7035c1de58334cdda9e297d
Son Woohyeon,5g2GfBMIjREvzyVV6OnzuS,10,720,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2735f9c341a556a1548abef0622
Heo Jung,3JZJwv5LsAuxrcs4SBYmik,11,884,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b27341feeaf096c78168a0fa830a
Jae Youn,0QfgrlzYb1Lde2g9OZLrIs,9,1210,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273b87fee95c54c960b8cb2b008
Woo Hyun Son,60evkOKFDmzmhaP2JcOHZl,9,1994,korean bl ost,korean bl ost,
Soon,3Fc5YmCp10gnysU5kPcfUZ,9,1037,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2739d551a160ed54277f5f2fa8a
동우석,5vxPepUKgvz7bQ7CkhCDmb,9,555,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273b25b1d11469e9fc4a0b5c030
IAN KIM,2Rj7YiPUnBnSprxzcC6MtX,5,98,korean bl ost,korean bl ost,
Lee Dongwon(KNK),6yC7v5MUs8vO5VyHhqr6V1,8,1027,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273b30e1196c14ee15ba6944173
KUHAN,6SRCWOD4z7o7VdFrHLSF7j,9,477,korean bl ost,korean bl ost,https://i.scdn.co/image/ab6761610000e5eb0518705853767992afa7e663
KangHui,1kqJ8z6lns8GxuaeO79cCm,8,1055,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273354a902c7b459687ba8160ae
Kim Da Eun,0winqJk1Cn3i91m1JoqGDa,6,246,korean bl ost,korean bl ost,
Cheero,4yzlHEgD5QKy6GoUdzvf55,6,312,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273d531be739be3202242cc0a75
HeroLee,4Cnky9VC1WH7Jgax8sJ5CA,7,281,korean bl ost,korean bl ost,
Kwak Jeong Im,3ft5qzDf7c4fiKAUlX1g7m,5,175,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273857e02f28a8bebc84f0cdccc
Son Ye Chan,0zeEtJpn5VoibLXVVkvBcQ,6,344,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2731a1d972d6671fb02aa1dd7f8
Safira.K,6AMBTix34LrMY7xZOsY3Rd,6,398,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b27396ec53d782ec8865da28f623
seung joon,1ArFrkRBMr4iuknHCItnTJ,6,604,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2734553f99274398e8754743617
Oong,5tN9itQl7afSo4q068macJ,5,308,korean bl ost,korean bl ost,https://i.scdn.co/image/ab6761610000e5eb59c5e284b9b065ac873111a0
Arie,1Lt12w4lUmALeiKysb8Qpt,1,316,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2731f7723b3c4b0a83b49c9c1cb
KiKO,4ln33wyK3EjtLlTZbS622d,4,424,korean bl ost,korean bl ost,https://i.scdn.co/image/ab6761610000e5ebb205791273cb372ba005d635
Seong Tae,6H9ZQRyRw477MYLe9987im,4,650,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273b30e1196c14ee15ba6944173
Park Gyeongtae,14iLGXhW4fc19vO8JK99fp,2,197,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273fd8ef48764a70759d0e65109
SiHyun,5k4op4UUwNK25ACI0xpZ8M,3,725,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b2730fc944f64c03a0508142aad7
원옥,2fngXLVeOLCatV2HSPMKzj,2,442,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273ab35204d51edbfea1132454f
Choi JaeHyun,3Lo69Ma490YiEyn09DYOgw,2,172,korean bl ost,korean bl ost,
HYUN WOO YOO,74NfbB6Q36VcLgwNVcm0WN,4,986,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b27391008158c8cbc1757e173ab6
Yeoul,3bUHi9lYNeXKjOqC39qZw1,2,199,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273f3173578a6523a5aa20e85fa
Young Ki,2NAUqhhQojRZaK1aCpF4mM,1,118,korean bl ost,korean bl ost,https://i.scdn.co/image/ab6761610000e5eb2090ff8ac64e042fbf3f2e0b
Sittichok Pueakpoolpol,7FaWVlDIV8kC66aHuWLXRc,1,101,korean bl ost,korean bl ost,
Hwang EuiHyun,3cCO97DaacKBnIGmtbyfzL,2,203,korean bl ost,korean bl ost,
Roshin,281f9Xcai3LC2cQxF4A4ux,0,358,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b27333c03ccbfadc002a7edcc945
Dez,2bXZw7kkZtCDHzImICJlcO,3,725,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273a57d3d112ebde4eea981a382
Shin Ji Hoo,2tXtpSYefyqWPccrx4KxkX,2,218,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273d7ee5dc1035558bc55746835
Ji Yong Moon,4pvrvaCId5NIFE1Z5yO2x5,2,431,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b273f6a79493b41f2af61f9b17dd
오치영,2uouCPk2r3YGOmsXpW9xqK,2,413,korean bl ost,korean bl ost,https://i.scdn.co/image/ab67616d0000b27393735ac33d994689f5b9777f
