Track Name,Track ID,Duration (ms),Popularity,Track Number,URI,Album Name,Album ID,Artists,Genre Queried,Track Image
たそがれマイ・ラブ,40uwNPMXHFJlZmxjzjody3,229480,43,9,spotify:track:40uwNPMXHFJlZmxjzjody3,ゴールデン☆ベスト 大橋純子 シングルス,7xZbqNj6i60dJENaliMEOR,Junko Ohashi,classic k-pop,https://i.scdn.co/image/ab67616d0000b27372c937d8f310abc937cc5986
فووق,5eCxireTQkTU35441zLrLN,192926,45,1,spotify:track:5eCxireTQkTU35441zLrLN,لحقت نفسي,16CNKXVbuHXq94UcLMgy8V,Assala Nasri,classic k-pop,https://i.scdn.co/image/ab67616d0000b273320621e18fb13831d478226c
Night Cruising,73b6LlIMUlZ9nSwaYQc0eN,302226,37,5,spotify:track:73b6LlIMUlZ9nSwaYQc0eN,ADVENTURE,7bUJ1pvnhxdbFA7DyY0DJf,Momoko Kikuchi,classic k-pop,https://i.scdn.co/image/ab67616d0000b27388fc07344a6c72bdb615143e
the moon of Seoul,33q2T6Bt6N1JKGQ4lSYjPm,223080,41,2,spotify:track:33q2T6Bt6N1JKGQ4lSYjPm,Be Like…,0MmooZaQHSHgGD0bH3p6CH,Kim Gun Mo,classic k-pop,https://i.scdn.co/image/ab67616d0000b273f924c33f3e355b3b6458d8dd
아로하,1uRB9bYGCSvLSsF4e65UYj,265379,43,13,spotify:track:1uRB9bYGCSvLSsF4e65UYj,Cool Best,1zVmfOfaYgVnKPOgy4TZFA,COOL,classic k-pop,https://i.scdn.co/image/ab67616d0000b2731663625d5541eab978b0de2d
小城故事 - 電影「小城故事」主題曲,4J6XgBHYMcDPmVioqg381H,156640,41,6,spotify:track:4J6XgBHYMcDPmVioqg381H,BTB 鄧麗君15週年,5joHY66NwcFkf0ho0u4Kym,Teresa Teng,classic k-pop,https://i.scdn.co/image/ab67616d0000b2730bb043c2eea09bdad7dfaf85
Message To My Girl,2YnKRdpWWapJWeouwfYqRa,244000,37,3,spotify:track:2YnKRdpWWapJWeouwfYqRa,Conflicting Emotions,5GHFTDBFBEIyzUUY8PiIrP,Split Enz,classic k-pop,https://i.scdn.co/image/ab67616d0000b273d4c7813876265ebbdd3815c4
River Flows In You,2agBDIr9MYDUducQPC1sFU,188786,70,4,spotify:track:2agBDIr9MYDUducQPC1sFU,First Love (The Original & the Very First Recording),1N6p8qmf8PJgYQdktQQYYh,Yiruma,korean r&b,https://i.scdn.co/image/ab67616d0000b2734bdb66d1335f8571240e755f
Rainy Days,5ydjxBSUIDn26MFzU3asP4,179560,75,1,spotify:track:5ydjxBSUIDn26MFzU3asP4,Layover,1ZBDI1LqnuAKdrePUF2D5m,V,korean r&b,https://i.scdn.co/image/ab67616d0000b2732f1a5b69c2bd76474bca8035
Rainy Days,54bg1e6ABcZfpU3yzwxnPf,179560,69,1,spotify:track:54bg1e6ABcZfpU3yzwxnPf,Layover,7ixOAT89NSsgUITYc5ByB5,V,korean r&b,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
ride,67KfktISVA3XHSRqge5JiB,228500,61,2,spotify:track:67KfktISVA3XHSRqge5JiB,summer flows 0.02,3NRNR4txhuRLhnQUUlqWXH,wave to earth,korean r&b,https://i.scdn.co/image/ab67616d0000b2733f203b8d0d8e54fab416a825
Restless,4AHNi316rl3KI3hKIsdxZe,267080,55,1,spotify:track:4AHNi316rl3KI3hKIsdxZe,LISTEN 035 Restless,5xDX8Uv4ojXg0ONDEcAMra,BIBI,korean r&b,https://i.scdn.co/image/ab67616d0000b273af13d05d63fc8199472511d3
Round and Around,1h7S5xFqtKsh4Lqy2UInH9,79573,53,1,spotify:track:1h7S5xFqtKsh4Lqy2UInH9,Op.22 Y-Waltz : in Major,1EAzLUzatSBIs8tA047f5f,JO YURI,korean r&b,https://i.scdn.co/image/ab67616d0000b273e24e844f2650c498fa703c91
Rush Hour (Feat. j-hope of BTS),5aucVLKiumD89mxVCB4zvS,177302,60,1,spotify:track:5aucVLKiumD89mxVCB4zvS,Rush Hour,7egcy2gtlyoUUl1OlQrY3R,"Crush, j-hope",korean r&b,https://i.scdn.co/image/ab67616d0000b273cb80f5ee50364e3a1691477d
RUSH (ft. BOBBY),7LK5puNRuxmPiZNzOS1iM6,194493,53,1,spotify:track:7LK5puNRuxmPiZNzOS1iM6,dopamine,7FOdOoz6j0vcY8UlIbft76,"JUNNY, BOBBY",korean r&b,https://i.scdn.co/image/ab67616d0000b2736ce456c694ab80bf1b97c588
Reminisce.,32nzvcvGlAfbo4ysCsUoYv,79216,51,5,spotify:track:32nzvcvGlAfbo4ysCsUoYv,Solitude.,4pOgOcGtMOVGBTGbcaqvTw,Jinsang,korean r&b,https://i.scdn.co/image/ab67616d0000b273db06e8012016178243413568
River Flows In You,3IEl5LLYsvTEQmnxMaxBQa,210562,57,6,spotify:track:3IEl5LLYsvTEQmnxMaxBQa,SOLO,6B9JssCvQa6Z5RtcMQaK7n,Yiruma,korean r&b,https://i.scdn.co/image/ab67616d0000b273fdd44a56fa51f6b1519b9401
River Flows in You,3xr8COed4nPPn6XWZ0iCGr,218293,60,2,spotify:track:3xr8COed4nPPn6XWZ0iCGr,The Best - Reminiscent 10th Anniversary,7dZ49XnPBaF4e6SMYmsNQ1,Yiruma,korean r&b,https://i.scdn.co/image/ab67616d0000b273753900acd464d31f3c7e6e4e
Running Through The Night,3UZ46DvXvB2R7sBUZornlv,217533,51,3,spotify:track:3UZ46DvXvB2R7sBUZornlv,?depacse ohw,0srUbfZOMUBwUitQGQeUca,Seori,korean r&b,https://i.scdn.co/image/ab67616d0000b273ffd2d252ce504dac86a25efc
Round And Round,3vAncbML0jhNrp63DKhsCo,201658,58,1,spotify:track:3vAncbML0jhNrp63DKhsCo,"Guardian (Original Television Soundtrack), Pt. 14",6uyqsQR7G7AWroOoH0eNMt,"HEIZE, Han Suji",korean r&b,https://i.scdn.co/image/ab67616d0000b2731c96946d64e22690f854a6b5
"Rosario (Feat. CL, ZICO)",0OWBz5FCeATA2zhHgAk7Uh,230066,48,2,spotify:track:0OWBz5FCeATA2zhHgAk7Uh,Epik High Is Here 上 (Part 1),5MH95tw9aZo7ayqkfsRzMu,"Epik High, CL, ZICO",korean r&b,https://i.scdn.co/image/ab67616d0000b273dc050088a57887d11bd375ab
Rendezvous,4Z2mXXSzuCDEHZtFGmy0X5,185893,46,3,spotify:track:4Z2mXXSzuCDEHZtFGmy0X5,Flip,4rVJMhiG57vrG0nxB7Zmy8,Sik-K,korean r&b,https://i.scdn.co/image/ab67616d0000b273487582fe2bec0ccabdca5c74
Sugar Rush,5FJqpWkacWPUrXtJ5waI1j,148729,58,2,spotify:track:5FJqpWkacWPUrXtJ5waI1j,Bam Yang Gang,4QJZzFdGz2YlPZEHAlAJ6O,BIBI,korean r&b,https://i.scdn.co/image/ab67616d0000b273c5543b3cce74f3edafcc8f59
Reminiscent,5H9nnDuwE0UCEyQgN42XCs,192133,50,16,spotify:track:5H9nnDuwE0UCEyQgN42XCs,The Best - Reminiscent 10th Anniversary,7dZ49XnPBaF4e6SMYmsNQ1,Yiruma,korean r&b,https://i.scdn.co/image/ab67616d0000b273753900acd464d31f3c7e6e4e
pueblo - remastered 2024,5V2y160Mbm6OJH35OxTPbT,227423,59,4,spotify:track:5V2y160Mbm6OJH35OxTPbT,play with earth! 0.03,0dbxemQZFmgPBIxn3TBPby,wave to earth,korean r&b,https://i.scdn.co/image/ab67616d0000b2730785d72504262a0614c9c71a
Rain Song (Feat. Colde),2qrDQX9IvOhetvjUcwPtmb,245413,47,7,spotify:track:2qrDQX9IvOhetvjUcwPtmb,Epik High Is Here 下 (Part 2),1a7B3Nn52Uvi9nhqnHacfh,"Epik High, Colde",korean r&b,https://i.scdn.co/image/ab67616d0000b2739d75b5f5afe9269a0302b8b4
Rain Song (Feat. Colde),5IWlLl3xT95o8TSv3O8tRH,243785,47,1,spotify:track:5IWlLl3xT95o8TSv3O8tRH,Rain Song,1DXAqvIPDtdyTmug9hCX8J,"Epik High, Colde",korean r&b,https://i.scdn.co/image/ab67616d0000b273656622f410f229d11cca477d
Rhapsody of Sadness,3HIDWyZGwSe5MhrSP890nc,235120,50,1,spotify:track:3HIDWyZGwSe5MhrSP890nc,Rhapsody of Sadness,2tu5FWMandguGnkiPxVOvV,Lim Jae Hyun,korean r&b,https://i.scdn.co/image/ab67616d0000b273cf40f40bb6163fc44c8b4253
Rock With You - Spotify Singles,1hncbzqfhChm8PS0UeoVY6,228226,48,1,spotify:track:1hncbzqfhChm8PS0UeoVY6,Spotify Singles,4GZRmEX6O0phLnNuH6xBR5,"Jay Park, KATIE, WOOGIE",korean r&b,https://i.scdn.co/image/ab67616d0000b273bbb7a9cbcad2eabbfbcb9522
Smoke Sprite (feat. RM of BTS),5YSkDxmHvzSDWTu4MaEtfa,242200,63,2,spotify:track:5YSkDxmHvzSDWTu4MaEtfa,Episode1 : Love,7yoMXU6kgxjIsowenBxzwD,"So!YoON!, RM",korean r&b,https://i.scdn.co/image/ab67616d0000b2733f8adef16f0ae1c05f7c51be
"눈,코,입 (Eyes, Nose, Lips)",0lYtIvI7bO51PZSeK22Mbz,229989,66,2,spotify:track:0lYtIvI7bO51PZSeK22Mbz,RISE,1Y9so4jq4t4taAHu0VdKX3,TAEYANG,korean r&b,https://i.scdn.co/image/ab67616d0000b273e1ceb97165340ef92392b948
RIDE (feat. THAMA),6jpFPa2m8PjHurC7508wYB,244133,45,1,spotify:track:6jpFPa2m8PjHurC7508wYB,RIDE,3t4nLWaE60YINX7QLTIbAS,"SOLE, THAMA",korean r&b,https://i.scdn.co/image/ab67616d0000b2730fd433d6ee75c96da8687a68
Romantic Sunday,16YZbdkJtyvsjV8UKOwQBB,230338,53,1,spotify:track:16YZbdkJtyvsjV8UKOwQBB,"Hometown Cha-Cha-Cha, Pt. 1 (Original Television Soundtrack)",0MExn54Ei7BViZPI3A8Qun,"Car, the garden",korean r&b,https://i.scdn.co/image/ab67616d0000b273ec714aa5e8dbf55110b2a31c
Ring Ring,0lJvkAuv7HLOz13qdmbpNx,171973,43,1,spotify:track:0lJvkAuv7HLOz13qdmbpNx,Ring Ring,16dV4I2SPOOR4X1oiSIkXS,CAMO,korean r&b,https://i.scdn.co/image/ab67616d0000b273a0bac0ae37a0b00d6c0ec00b
romeo n juliet (feat. youra),0R4SiuGcwqpmsE9a7rm9ws,201080,46,1,spotify:track:0R4SiuGcwqpmsE9a7rm9ws,gimbap,2LPagny0OzjqFRiktjAfOp,"george, youra",korean r&b,https://i.scdn.co/image/ab67616d0000b2735613c41ba117dd6f00ca5fd5
so real,6Y3DptA1KtLCr0ii61x2Sl,273000,55,6,spotify:track:6Y3DptA1KtLCr0ii61x2Sl,0.1 flaws and all.,0kT2Dn4QknHk92h76ZcMk0,wave to earth,korean r&b,https://i.scdn.co/image/ab67616d0000b273c21555708975ad94b1faf422
Kiss The Rain,7vd1j4IDTU0koES9M8dvBQ,260653,60,5,spotify:track:7vd1j4IDTU0koES9M8dvBQ,From The Yellow Room (The Original & the Very First Recording),29tE32FrVIR0L7cz9LeykK,Yiruma,korean r&b,https://i.scdn.co/image/ab67616d0000b273a9173cdb5fc02e5dafc32a03
Right Here Right Now (Feat. LOCO & JAY PARK),47UUNYT0lsDnX9EYHIBf3L,213040,41,3,spotify:track:47UUNYT0lsDnX9EYHIBf3L,Coming To You Live,23fwKUYyu1kvRnDR2imBnq,"DPR LIVE, Jay Park, Loco",korean r&b,https://i.scdn.co/image/ab67616d0000b273b897243a0505c6efc3b62b44
Run with Me,0ief8XiPhjH0ggse5IhsQ0,270123,47,2,spotify:track:0ief8XiPhjH0ggse5IhsQ0,Serenade,1UwujQYhEc2DN6Xotwmep8,Sunwoojunga,korean r&b,https://i.scdn.co/image/ab67616d0000b273d1a4059e0236997e76ca9a83
RING RING,62AE0Zae7OrkJ1NzA3BW0V,206613,40,1,spotify:track:62AE0Zae7OrkJ1NzA3BW0V,Ring Ring,4N9thFENBkyWKwhdzpJQfH,"Sik-K, Gaeko",korean r&b,https://i.scdn.co/image/ab67616d0000b2731764d207dc9565a9b18ea403
"Rainy day (Feat. ASH ISLAND, Skinny Brown)",4LxFRsy3TZjqAtAgIsjkez,218250,47,1,spotify:track:4LxFRsy3TZjqAtAgIsjkez,Rainy day,7lLMwJuLck4Rnd5GUi81j2,"PATEKO, ASH ISLAND, Skinny Brown",korean r&b,https://i.scdn.co/image/ab67616d0000b2732fe16d7a9e1b0f74b37ff6d1
Room With A View,7ftyxy2znzl4k3Ojwe8QZm,236000,43,1,spotify:track:7ftyxy2znzl4k3Ojwe8QZm,Room With A View,7sVLlSfIXsqyH46CxBy8Go,Yiruma,korean r&b,https://i.scdn.co/image/ab67616d0000b273b5033f919a1dcd62c0dd4746
Remember,2eJAj4Jw8XfVz2Ywy7hyj3,186052,40,1,spotify:track:2eJAj4Jw8XfVz2Ywy7hyj3,Remember,7lNHpLeY44QipZ73VToWmO,KATIE,korean r&b,https://i.scdn.co/image/ab67616d0000b2736109527e8f0617ce55be58f5
Don't ever say love me (feat. RM of BTS),34o6gteNy2T5rieA0xYAgo,214920,59,2,spotify:track:34o6gteNy2T5rieA0xYAgo,Love Part 2,1llUyjGU6LXQzd2oJCzh4S,"Colde, RM",korean r&b,https://i.scdn.co/image/ab67616d0000b27309cc1afd4f180c663256394b
하루살이,2AA1f7utyvXpmtKsEvp5lz,207112,56,1,spotify:track:2AA1f7utyvXpmtKsEvp5lz,하루살이,7Jx4yrb93ioommudLfYAx8,"DEAN, SULLI, Rad Museum",korean r&b,https://i.scdn.co/image/ab67616d0000b27324eb27f095031b1c29bcce20
Shoong! (feat. LISA of BLACKPINK),5HrIcZOo1DysX53qDRlRnt,205101,65,2,spotify:track:5HrIcZOo1DysX53qDRlRnt,Down to Earth,6uMu4poce5OdMd1HYglZux,"TAEYANG, LISA",korean r&b,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
River Flows In You,13NC44aS3d0EFF58oVQ8T7,188240,51,1,spotify:track:13NC44aS3d0EFF58oVQ8T7,Piano In You,5QSJvIB7Mn1xQiTHfkvxjP,Yiruma,korean r&b,https://i.scdn.co/image/ab67616d0000b2731a9d989530fdafb54a1d0290
rain bird (Feat. Tablo & Colde),3JAlslgvIfvpbEqk94afpd,224307,39,2,spotify:track:3JAlslgvIfvpbEqk94afpd,rain bird,6dzkzcIOnVEQMCfLCEgyCv,"CODE KUNST, Tablo, Colde",korean r&b,https://i.scdn.co/image/ab67616d0000b2734f82d908023b349c5633a792
Ride For Me (Feat. DAWN),5CPMFJUOAAY9gTQsWrpvrS,153402,40,2,spotify:track:5CPMFJUOAAY9gTQsWrpvrS,Naughty,1U5o6AzFRMRrFQG6AtLwx2,"DeVita, DAWN 던",korean r&b,https://i.scdn.co/image/ab67616d0000b2737af8ba74dd219b2f31d1672c
Runnin' (feat. I.M),0n2l4RjyXDI2FyYl5GTCQv,148880,41,1,spotify:track:0n2l4RjyXDI2FyYl5GTCQv,Runnin' (feat. I.M),28AXhmOnxhyTyCAPloUkJp,"Moon Sujin, I.M",korean r&b,https://i.scdn.co/image/ab67616d0000b2736ed124aa317586b077bf4232
Rolla Skates,2AIcJq9oB6S7SmEXE82k5a,179173,38,3,spotify:track:2AIcJq9oB6S7SmEXE82k5a,Op.22 Y-Waltz : in Major,1EAzLUzatSBIs8tA047f5f,JO YURI,korean r&b,https://i.scdn.co/image/ab67616d0000b273e24e844f2650c498fa703c91
Rich Kids Anthem (Feat. Lee Hi),4nF3APHarLJHV3igGVgTUJ,217773,39,8,spotify:track:4nF3APHarLJHV3igGVgTUJ,Epik High Is Here 下 (Part 2),1a7B3Nn52Uvi9nhqnHacfh,"Epik High, LeeHi",korean r&b,https://i.scdn.co/image/ab67616d0000b2739d75b5f5afe9269a0302b8b4
RUN (with GRAY),0vwVGoBPYRRBnw2z8Nyssi,226840,36,1,spotify:track:0vwVGoBPYRRBnw2z8Nyssi,Jinah Restaurant Full Course,3YJ7luJijCzYELjuaAsaEb,Lee Jin Ah,korean r&b,https://i.scdn.co/image/ab67616d0000b27317e8d4120e78b7a10200e37f
Rest,0NnQTCaZnKrOK1lojv5qYI,208850,43,2,spotify:track:0NnQTCaZnKrOK1lojv5qYI,Every letter I sent you.,22DH3kdbdLrelnvpkf6VHu,Yerin Baek,korean r&b,https://i.scdn.co/image/ab67616d0000b273fca7f5aebfb6010c6da60e00
Rainbow Falling,5kl42UB1C2GaeAkdKuCbWi,242278,50,1,spotify:track:5kl42UB1C2GaeAkdKuCbWi,내 아이디는 강남미인 OST Part.7,2G5loceVL32jBoxcCWM1lG,Cha Eun-Woo,korean r&b,https://i.scdn.co/image/ab67616d0000b273147ebade93a23ff7e9708bf5
Day That I Died,4p6MZZx5zusaVnlzclH8Ut,207293,58,1,spotify:track:4p6MZZx5zusaVnlzclH8Ut,Day That I Died,2DvZGcbby4JpThkpLHaBuU,WOOSUNG,korean r&b,https://i.scdn.co/image/ab67616d0000b2737e1553352907b14b950dfdbc
Rain,3XvpMrRSAMDeVLZOqCrDuU,237217,42,1,spotify:track:3XvpMrRSAMDeVLZOqCrDuU,Rain,4hDnl0O0btobLg0EgzsfZw,Paul Kim,korean r&b,https://i.scdn.co/image/ab67616d0000b273de31cb05d84fa71dea615fa8
ROCKSTAR,3ceD59EBtF5Fa84W6fit6O,201649,37,5,spotify:track:3ceD59EBtF5Fa84W6fit6O,GIRL,7BvY4JIJfB7sSxps8WCetv,"Rad Museum, Tabber",korean r&b,https://i.scdn.co/image/ab67616d0000b273ee1317dde6abf857f8ee4909
Run & Fall,3IVviFeW5KHZAf18TtxhnT,145090,39,1,spotify:track:3IVviFeW5KHZAf18TtxhnT,Run & Fall,1YdrXAyNfq88WY3NEcnQiD,"jeonghyeon, Jordan Grace",korean r&b,https://i.scdn.co/image/ab67616d0000b27371713c50771d57a63891a64a
Rollin' (Prod. GroovyRoom),6QVwpPsJzIthRL5NIfs0Hc,189080,39,1,spotify:track:6QVwpPsJzIthRL5NIfs0Hc,Rollin',6hbcWrnoEbGf2CDuSY1ROU,"GroovyRoom, GEMINI, MIRANI",korean r&b,https://i.scdn.co/image/ab67616d0000b27304691db45fc521195cf06ea6
Don't (feat. RM),6KE3Fs6LMzi4hJI3eFqyLC,205386,57,1,spotify:track:6KE3Fs6LMzi4hJI3eFqyLC,Fragile,58QwKbqqxvic4OsBubpZ6h,"eAeon, RM",korean r&b,https://i.scdn.co/image/ab67616d0000b2737606e1056c60ff26471545d9
We Contain Multitudes — piano reworks,1eDy2A3euqy3axIdoKgQd5,264052,56,9,spotify:track:1eDy2A3euqy3axIdoKgQd5,some kind of peace — piano reworks,79a34uOB7jdMrSECClgqOv,"Yiruma, Ólafur Arnalds",korean r&b,https://i.scdn.co/image/ab67616d0000b2736d936266ea0bafe8ef16c692
Runaway (Intro),2HnWAATIv4RMsfWw2uFM92,89624,36,1,spotify:track:2HnWAATIv4RMsfWw2uFM92,Metanoia,4mvDX3FARHmJK5he9g6GrQ,Miso,korean r&b,https://i.scdn.co/image/ab67616d0000b273ef581e075515a024d0b2ee17
renewed,2LuRzUIeZnIcGi81Rt6sYn,153943,39,3,spotify:track:2LuRzUIeZnIcGi81Rt6sYn,renewed,0f4yi3ay8ynLHci53PqX6I,sød ven,korean r&b,https://i.scdn.co/image/ab67616d0000b273e11f7f00bbd75828687896da
Phase Me,62DCFw57LAAX4CTrzmUCny,154003,57,3,spotify:track:62DCFw57LAAX4CTrzmUCny,MOTH,7JdpeV87hczflCV8GXF3yV,WOOSUNG,korean r&b,https://i.scdn.co/image/ab67616d0000b273a93c207b94cbb802b1efefa1
S/S,4fh1IH643m7h3rYt9YJvyT,205791,51,5,spotify:track:4fh1IH643m7h3rYt9YJvyT,RAD MILLI,3K6rQw58z3oIzrPlvS63Dg,"Rad Museum, Kid Milli, DEAN",korean r&b,https://i.scdn.co/image/ab67616d0000b27391fb160e8e8e24e4166db56c
ROSETTA (Feat. MILLI),3Kf4pY9LwV1cptb4HDNFyk,188973,38,1,spotify:track:3Kf4pY9LwV1cptb4HDNFyk,POP OFF,2PPWpduO1cqj48JrfvicJV,"pH-1, MILLI",korean r&b,https://i.scdn.co/image/ab67616d0000b273897aade612b55304f798b361
Hongdae R&B,5TIwTvdD7OpJBt0tqIWLH3,182299,50,2,spotify:track:5TIwTvdD7OpJBt0tqIWLH3,Hongdae R&B,7v7uC2wkD1Jh95G9Y5gbJb,BIBI,korean r&b,https://i.scdn.co/image/ab67616d0000b273c5b27abd550a012f3d93d1ff
RINDAMAN (Feat. ZICO),5zoGBq6N98J1NnLeB2OPPy,136706,41,2,spotify:track:5zoGBq6N98J1NnLeB2OPPy,[ Rorschach ] Part 1,4oJZ6lxEkCpw8ESH9NrCdZ,"PENOMECO, ZICO",korean r&b,https://i.scdn.co/image/ab67616d0000b2738a6e9988b76f683b49f66288
Runaway (feat. Babyface),3bby5qVZqyXTPKXuIggvn7,226926,31,5,spotify:track:3bby5qVZqyXTPKXuIggvn7,Lips on Lips - EP,1OdXB9SAPSiJtLfOrlXDxG,"Tiffany Young, Babyface",korean r&b,https://i.scdn.co/image/ab67616d0000b273d73930211e76d5616eeb1358
Song Request (feat. SUGA of BTS),6Au7CCNN2wXgCNxdavgxDM,281066,55,1,spotify:track:6Au7CCNN2wXgCNxdavgxDM,Song Request (feat. SUGA of BTS),256ayLAIoDGJ2mNBGYjeI0,"Lee So Ra, SUGA",korean r&b,https://i.scdn.co/image/ab67616d0000b273a2622af5f9c0f4cecf60646b
Boom,7xgHy510SVkSgV1ZpzElW1,201320,54,4,spotify:track:7xgHy510SVkSgV1ZpzElW1,IITE COOL,2OjMA1arGnBXDE20XbesVL,"DPR LIVE, DPR IAN",korean r&b,https://i.scdn.co/image/ab67616d0000b273fd20d9671c8a3bdb6dd99e3c
restored,5gEDozPxJuYhFv1apWLgR8,175200,37,1,spotify:track:5gEDozPxJuYhFv1apWLgR8,restored,1SSTHQIgxzphEdLOj5EjkI,sød ven,korean r&b,https://i.scdn.co/image/ab67616d0000b273cd5781bd742581c9097e3ea8
Romantic Sunday,79nBKnVu80gZReIiOAY6dY,230338,43,1,spotify:track:79nBKnVu80gZReIiOAY6dY,Hometown Cha-Cha-Cha (Original Television Soundtrack),085VlHiMLkKtDJNn42q29J,"Car, the garden",korean r&b,https://i.scdn.co/image/ab67616d0000b2739e0c7f2b27011578e792666f
Run To You,26FtmKIJLcR0DXSClagzs6,197960,41,1,spotify:track:26FtmKIJLcR0DXSClagzs6,Run To You (Run On OST Part.1),4Kg1RfkBUFXObmXQVfOOsx,LUCY,korean r&b,https://i.scdn.co/image/ab67616d0000b2735ca4d9a542bd91871ce75690
Really High,7EXHK5NtyxsOeVGBA42peN,202106,34,4,spotify:track:7EXHK5NtyxsOeVGBA42peN,?depacse ohw,0srUbfZOMUBwUitQGQeUca,Seori,korean r&b,https://i.scdn.co/image/ab67616d0000b273ffd2d252ce504dac86a25efc
Ready to Fight,4znsJ6M12t4H2yBIaUCumm,136466,38,6,spotify:track:4znsJ6M12t4H2yBIaUCumm,OO-LI,06isIi4cIfsaH8ot5UoRD4,WOODZ,korean r&b,https://i.scdn.co/image/ab67616d0000b273e87a41550ee1b24be3e6e1fb
Yours,4KL3FJYexPrPuMdPagHPXp,235413,63,1,spotify:track:4KL3FJYexPrPuMdPagHPXp,Yours,01RsFGO7W7xaRM4T2p1Xdn,"Raiden, CHANYEOL, LeeHi, CHANGMO",korean r&b,https://i.scdn.co/image/ab67616d0000b2736c971ef3296c879c94128829
rain,1l9KM1sIShRjj6rzQuTZut,191413,39,6,spotify:track:1l9KM1sIShRjj6rzQuTZut,gimbap,2LPagny0OzjqFRiktjAfOp,george,korean r&b,https://i.scdn.co/image/ab67616d0000b2735613c41ba117dd6f00ca5fd5
WINTER FLOWER(Feat.RM),4Eefey3uN90Abhbr47zKmC,221133,56,1,spotify:track:4Eefey3uN90Abhbr47zKmC,UNSTABLE MINDSET,7tY3mqjeJaMr6RFJYnjI2s,"Younha, RM",korean r&b,https://i.scdn.co/image/ab67616d0000b2734b89d54636763c641bce87e5
Rebound,0naU7W4XICqrfTtwEzMu2x,178186,35,3,spotify:track:0naU7W4XICqrfTtwEzMu2x,SET,5FCXsnwWOFHbdIR13XYONv,WOODZ,korean r&b,https://i.scdn.co/image/ab67616d0000b273606aac63066cb7a16c4a082a
Roommates,2FAamYOzmodzpf7x4Yl8UI,150520,37,1,spotify:track:2FAamYOzmodzpf7x4Yl8UI,Roommates,5Azd14om1goQJ4koUxhmvS,Junggigo,korean r&b,https://i.scdn.co/image/ab67616d0000b27349551d4554c77528868ed03d
RAIN,7toMK4CeathbSsbxo5D7vd,180840,36,3,spotify:track:7toMK4CeathbSsbxo5D7vd,VOYAGER,3zKRClhiSLNBrhqgCd52jE,KIHYUN,korean r&b,https://i.scdn.co/image/ab67616d0000b27337e856b4fec3b7c5bdb6b4f6
Reason,3olqy6cgUoqV4zjLEeBXSl,202720,32,4,spotify:track:3olqy6cgUoqV4zjLEeBXSl,Down to Earth,6uMu4poce5OdMd1HYglZux,TAEYANG,korean r&b,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
Dancing In The Rain,2V611MUVr8JYVkbqiphs4G,203000,49,3,spotify:track:2V611MUVr8JYVkbqiphs4G,Scene,4IN4kuC0ut0BcdV3WNs8Tk,Rad Museum,korean r&b,https://i.scdn.co/image/ab67616d0000b2735bc885a152df34a37c39ec03
"Xtra McNasty (Feat. Jessi, Awich, MILLI, Ramengvrl, Lil Cherry, MIRANI, Maliibu Miitch, CAMO)",1uUbO4jTqULg0l0FDdVGmn,367539,51,1,spotify:track:1uUbO4jTqULg0l0FDdVGmn,Xtra McNasty,0dC0699Ls8Sx9gmTQFRJj3,"Jay Park, Jessi, Awich, MILLI, Ramengvrl, Lil Cherry, MIRANI, Maliibu Miitch, CAMO",korean r&b,https://i.scdn.co/image/ab67616d0000b273be5ce7ce9f5b01820dfc7942
Raindrops,1QODfqD7iattIkt5oyftmw,234333,43,1,spotify:track:1QODfqD7iattIkt5oyftmw,"Alchemy of Souls, Pt. 4 (Original Television Soundtrack)",7kUklPHijG7lwq78zHQw0C,Gummy,korean r&b,https://i.scdn.co/image/ab67616d0000b273159ad50ec25d6746eaef1d14
Reflection of You in Your Smile,55YqXdK1p09YLHItx6NhtZ,293773,34,1,spotify:track:55YqXdK1p09YLHItx6NhtZ,Shin Seung Hun,0YhP0yYqzRLAOa42MqEohU,Shin Seung Hun,korean r&b,https://i.scdn.co/image/ab67616d0000b2730f1d1520f33563f4d5a0ffd6
If I Could Ride a Bike,2nzED6Q3yWuvSQnxw6QTlU,203589,56,1,spotify:track:2nzED6Q3yWuvSQnxw6QTlU,If I Could Ride a Bike,5SrA6EKpHhyk8HUMfQLIDq,"Park Bird, Chevy",korean r&b,https://i.scdn.co/image/ab67616d0000b2739c6590331c9a43a664a8af7b
Red String of Fate,4m1IPflFMw1blQ0OMQG5XT,196413,43,2,spotify:track:4m1IPflFMw1blQ0OMQG5XT,"Our Beloved Summer (Original Television Soundtrack), Pt. 11",460wwJJ7kVYYue0MfHTsVD,Kim Kyung Hee,korean r&b,https://i.scdn.co/image/ab67616d0000b2733c03bff3da834d9ca7118d98
The Reason,2q2M0JapDnsgIS0qtgMoZG,240466,39,1,spotify:track:2q2M0JapDnsgIS0qtgMoZG,Lovestruck in the City (Original Television Soundtrack) Pt.6,75ng5bkEBD1ustVeJkonyD,SEUNGKWAN,korean r&b,https://i.scdn.co/image/ab67616d0000b27396d9833046fc464ab77e3ed6
